ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""7701730752""";"ООО ""Электро-производственная компания ""ЭЛКО"" ";Москва;;Генеральный директор;Фадеев;Сергей;Викторович;;Действует;;;22.06.2015;;14.06.2012;127549, г. Москва, Алтуфьевское шоссе, д. 58 Б, оф. 94.;127549, г. Москва, Алтуфьевское шоссе, д. 58 Б, оф. 94.;(495) 220-49-21;;;;"Общество с ограниченной ответственностью ""Электро-производственная компания ""ЭЛКО""";"""5077746989326""";;"""403.4-2012-7701730752-С-002""";
"""7731563410""";"ООО ""ЭЛДЕКОР ЛТД"" ";Москва;;Генеральный;директор;Живкович;Йовица;;Приостановлен;;;;;21.11.2012;121471, г. Москва, Можайское шоссе, д. 29.;121471, г. Москва, Можайское шоссе, д. 29.;(495) 680-97-27;680-97-30;;;"Общество с ограниченной ответственностью ""ЭЛДЕКОР ЛТД""";"""5077746294643""";;"""479.3-2012-7731563410-С-003""";
"""9909021156""";"ООО ""ДЖЕНК ИНШААТ САНАЙИ ВЕ ТИДЖАРЕТ ЛИМИТЕД ШИРКЕТИ"" ";Москва;;"";Директор;Синан;Эип;;Исключен;;;;;02.08.2012;117218, г. Москва, ул. Кржижановского, д. 15, корп.7, эт. 4;117218, г. Москва, ул. Кржижановского, д. 15, корп.7, эт. 4;(495) 600-83-21;600-83-21;;http://cenkgroup.com.tr/;"Общество с ограниченной ответственностью ""ДЖЕНК ИНШААТ САНАЙИ ВЕ ТИДЖАРЕТ ЛИМИТЕД ШИРКЕТИ""";"""_20092.2""";;"""430.4-2012-9909021156-С-005""";
"""7732103286""";"ООО ""Стройсервис СМУ-3"" ";Москва;;Генеральный директор;Танцюра;Леонид;Николаевич;;Исключен;;;;;14.04.2011;г. Москва, ул. Производственная, д. 11А, корп. стр.1.;г. Москва, ул. Производственная, д. 11А, корп. стр.1.;(495) 956-32-72;;;;"Общество с ограниченной ответственностью ""Стройсервис СМУ-3""";"""1037700237970""";;"""212-2011-7732103286-С-010""";
"""7714312978""";"ООО ""ЭКО-Строй"" ";Москва;;Генеральный директор;Танцюра;Леонид;Николаевич;;Действует;;;21.05.2015;;12.09.2013;119619, г. Москва, ул. Производственная, д. 11А, корп. стр.1. (с адреса идет возврат);119619, г. Москва, ул. Производственная, д. 11А, корп. стр.1. (с адреса идет возврат);(495) 956-3272;;;;"Общество с ограниченной ответственностью ""ЭКО-Строй""";"""1037714039813""";;"""587.4-2013-7714312978-С-011""";
"""7709032968""";"ООО ""СТУЗ-140"" ";Москва;;Директор;Пивкин;Леонид;Афанасьевич;;Действует;;;26.11.2014;;25.04.2012;105062, г. Москва, ул. Воронцово Поле, д. 5-7, корп. строение 3;105062, г. Москва, ул. Воронцово Поле, д. 5-7, корп. строение 3;(495) 916-05-97;916-05-97;;;"Общество с ограниченной ответственностью ""СТУЗ-140""";"""1027700414785""";;"""381.8-2012-7709032968-С-012""";
"""7725616689""";"ООО ""Содружество"" ";Москва;;Нет согласия на;раскрытие;персональных;данных;;Действует;;;22.05.2015;;10.07.2014;101000, г.Москва, Большой Спасоглинищевский переулок, д.9, стр.1;101000, г.Москва, Большой Спасоглинищевский переулок, д.9, стр.1;(495) 669-44-35;(495) 669-44-35;;www.sodrug.net;"Общество с ограниченной ответственностью ""Содружество""";"""1077759932128""";;"""652.4-2014-7725616689--С-017""";
"""7730035150""";ООО «Трест «Мобильспецстрой» ;Москва;;Нет согласия на;раскрытие;персональных;данных;;Действует;;;14.06.2015;;25.07.2013;121059, г. Москва, ул. ул. Дорогомиловская М., д. 47А.;121059, г. Москва, ул. ул. Дорогомиловская М., д. 47А.;(495) 938-27-54, (499) 243-37-21 (секретарь);(495) 243-48-00;;www.mobilspecstroy.ru;"Общество с ограниченной ответственностью «""Трест ""Мобильспецстрой""»";"""1027700408141""";;"""564.6-2013-7730035150-С-022""";
"""7731574331""";"ООО ""ВМСтрой"" ";Москва;;Генеральный директор;Варфоломеев;Николай;Нилович;;Действует;;;11.12.2014;;16.02.2012;111116, , г. Москва, ул. Энергетическая, д. 6, оф. 315.;111116, , г. Москва, ул. Энергетическая, д. 6, оф. 315.;(495) 362-84-22;(495) 362-84-22;;;"Общество с ограниченной ответственностью ""ВМСтрой""";"""1077759487079""";;"""352.5-2012-7731574331-С-025""";
"""7709759190""";"ООО ""Сантехмонтаж"" ";Москва;;Генеральный директор;Воронщиков;Евгений;Валерьевич;;Действует;;;02.12.2014;;09.02.2012;105062, г. Москва, ул. Воронцово Поле, д.7;105062, г. Москва, ул. Воронцово Поле, д.7;(465) 916-09-67;916-09-67;;;"Общество с ограниченной ответственностью ""Сантехмонтаж""";"""1077760696716""";;"""348.4-2012-7709759190-С-026""";
