ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""1435019440""";ОАО «ДСК» ;Якутск;;Генеральный директор;Мельников;Константин;Артурович;;;;;21.07.2015;;02.11.2012;677007, Республика Саха (Якутия), г.Якутск, Покровский тракт 6 км.;677007, Республика Саха (Якутия), г.Якутск, Покровский тракт 6 км.;(4112) 331316, 431792;331319;dsk_yakutsk@mail.ru;;;;;"""0001.07-2012-1435019440-С-067""";
"""1435025563""";"ООО ""Якутское управление ВСЭМ"" ";Якутск;;Генеральный директор;Исаев;Виктор;Степанович;;;;;20.10.2015;;04.06.2014;677027, Республика Саха (Якутия), г.Якутск, ул.Горького, 90/1;677027, Республика Саха (Якутия), г.Якутск, ул.Горького, 90/1;(4112) 353062, 353333;353506;wsem411@mail.ru;;;;;"""0002.08-2014-1435025563-С-067""";
"""1434002940""";ОАО «Якутуглестрой» ;Нерюнгри;;Генеральный директор;Даутов;Газинур;Фуатович;;;;;27.09.2015;;26.11.2010;678960, Республика Саха (Якутия), г.Нерюнгри, ул.Набережная, д.1;678960, Республика Саха (Якутия), г.Нерюнгри, ул.Набережная, д.1;(41147) 41078, 4-13-20;43114;YUS-NER@MAIL.RU;;;;;"""0003.03-2010-1434002940-С-067""";
"""1435009427""";"ОАО ""Сахаавтодор"" ";Якутск;;Генеральный директор;Рахманин;Игорь;Федотович;;;;;06.02.2015;;25.02.2011;677007, Республика Саха (Якутия), г. Якутск, ул. Автодорожная, д. 2;677007, Республика Саха (Якутия), г. Якутск, ул. Автодорожная, д. 2;(4112) 357218, 357914;357404;SahaAvtodor@mail.ru;;;;;"""0004.02-2011-1435009427-С-067""";
"""1435114830""";"ООО ""Туймаада-Строй"" ";Якутск;;Исполнительный директор;Иванов;Дмитрий;Дмитриевич;;;;;10.10.2014;;17.12.2010;677002, Республика Саха (Якутия) г.Якутск, ул.Пионерская, д.17/1, кв.11;677002, Республика Саха (Якутия) г.Якутск, ул.Пионерская, д.17/1, кв.11;(4112) 357264. 20-44-92.;204492;tuymaadastroy@rambler.ru;;;;;"""0005.04-2010-1435114830-С-067""";
"""1435101278""";ООО «Прометей» ;Якутск;;Генеральный директор;Янбаев;Ринат;Мухаметович;;;;;29.09.2015;;25.12.2010;677008, Республика Саха (Якутия), г.Якутск, ул.Чехова, д.35;677008, Республика Саха (Якутия), г.Якутск, ул.Чехова, д.35;(4112) 345115, 40-30-96, 40-30-71, 40-35-22, 40-30-98;350450;prometei-98@rambler.ru;;;;;"""0006.03-2010-1435101278-С-067""";
"""1434007843""";"ООО ""Саха-Ремстрой"" ";Нерюнгри;;Генеральный директор;Кошукова;Галина;Николаевна;;;;;22.01.2015;;23.12.2011;678966, Республика Саха (Якутия), г. Нерюнгри, ул. Аммосова, 2/ 2;678966, Республика Саха (Якутия), г. Нерюнгри, ул. Аммосова, 2/ 2;(41147) 65690, 63079;65690;Sakharemstroy@mail.ru;;;;;"""0007.04-2011-1434007843-С-067""";
"""1435183464""";ООО «Севергражданстрой» ;Якутск;;Генеральный директор;Каморников;Виталий;Валерьевич;;;;;12.12.2012;;22.04.2011;677027, Республика Саха (Якутия), г.Якутск, ул.Кирова, д.18, корп.В, офис 1004;677027, Республика Саха (Якутия), г.Якутск, ул.Кирова, д.18, корп.В, офис 1004;(4112) 422025, 89142728044;422025;severgrazhdanstroy@mail.ru;;;;;"""0009.04-2011-1435183464-С-067""";
"""1435187620""";ООО «КСК-Регион» ;Якутск;;Директор;Кузьмин;Андрей;Алексеевич;;;;;14.10.2014;;30.08.2013;677000, Республика Саха (Якутия), г.Якутск, ул.П.Алексеева, д.4, офис 2;677000, Республика Саха (Якутия), г.Якутск, ул.П.Алексеева, д.4, офис 2;(4112) 425697, 89644240603;425697;Kck_sakha@mail.ru;;;;;"""0010.13-2013-1435187620-С-067""";
"""1411004268""";"ОАО ""Горный автодор"" ";Бердигестях;;Генеральный директор;Кравченко;Федор;Артурович;;;;;31.12.2014;;22.04.2011;678030, Республика Саха (Якутия), Горный улус, с.Бердигестях, ул.А.Парфенова, д.54;678030, Республика Саха (Якутия), Горный улус, с.Бердигестях, ул.А.Парфенова, д.54;(41131) 41366, 41533;42238;bam50@mail.ru;;;;;"""0012.02-2011-1411004268-С-067""";
"""1435184725""";"ООО ""Профи-Инженеринг"" ";Якутск;;Директор;Гаврилкин;Владимир;Альбертович;;;;;17.10.2014;;21.02.2012;677000, Республика Саха (Якутия), г.Якутск, ул. Ойунского, д.3, офис 702;677000, Республика Саха (Якутия), г.Якутск, ул. Ойунского, д.3, офис 702;(4112) 225084, 35-26-17(факс);328781;st-d@list.ru;;;;;"""0013.02-2012-1435184725-С-067""";
"""1435121122""";"ООО ""ВостокСибСтрой"" ";Якутск;;Директор;Джиров;Евгений;Иванович;;;;;13.09.2015;;30.08.2013;677005, Республика Саха (Якутия), г. Якутск, ул. Курашова, д. 38;677005, Республика Саха (Якутия), г. Якутск, ул. Курашова, д. 38;(4112) 325693, 34-17-80;422607;s-snab@bk.ru;;;;;"""0014.05-2013-1435121122-С-067""";
"""1435025034""";"ЗАО ""Техностройкомплект"" ";Якутск;;Директор;Данилов;Андрей;Лукич;;;;;15.09.2012;;13.05.2011;677002, Республика Саха (Якутия), г.Якутск, ул.Автодорожная, д.14;677002, Республика Саха (Якутия), г.Якутск, ул.Автодорожная, д.14;(4112) 357264, 473910;357264;zao_tck@mail.ru;;;;;"""0015.07-2011-1435025034-С-067""";
"""1435197001""";"ООО ""Стандарт +"" ";Якутск;;Генеральный директор;Цаков;Гамид;Абдулманапович;;;;;21.09.2013;;17.12.2010;677005, Республика Саха (Якутия), г.Якутск, ул.Пирогова, д. 7, кв. 19;677005, Республика Саха (Якутия), г.Якутск, ул.Пирогова, д. 7, кв. 19;89148280218, 89243633637,;;;;;;;"""0016.01-2010-1435197001-С-067""";
"""1435091132""";ЗАО «Технология Севера» ;Якутск;;Генеральный директор;Нестеров;Игорь;Альбертович;;;;;06.10.2014;;26.11.2010;677007, Республика Саха (Якутия), г.Якутск, ул.Гастелло, д.11;677007, Республика Саха (Якутия), г.Якутск, ул.Гастелло, д.11;(4112) 366630, 446249, 353149;353149;zaotc@newmail.ru zaotc@rambler.ru;;;;;"""0017.03-2010-1435091132-С-067""";
"""1434000534""";"ЗАО Нерюнгринское строительно-монтажное управление ""Дальстальконструкция"" ";Нерюнгри;;Директор;Паршин;Игорь;Юрьевич;;;;;20.07.2015;;09.09.2011;678960, Республика Саха (Якутия), г.Нерюнгри, ул.Лесная, 23;678960, Республика Саха (Якутия), г.Нерюнгри, ул.Лесная, 23;(41147) 43465;43465;nsmudsk78@mail.ru;;;;;"""0018.04-2011-1434000534-С-067""";
"""1435131360""";ООО «Адгезия» ;Якутск;;Директор;Охлопков;Михаил;Филиппович;;;;;24.11.2014;;08.02.2013;677007, Республика Саха (Якутия), г.Якутск, ул.Чернышевского, д.115, корп.1;677007, Республика Саха (Якутия), г.Якутск, ул.Чернышевского, д.115, корп.1;(4112) 473284;47-38-91;okhlopkovM@mail.ru;adgezia.com;;;;"""0019.10-2013-1435131360-С-067""";
"""1435152748""";ООО «Стройкон» ;Якутск;;Генеральный директор;Полушкин;Иван;Иванович;;;;;13.09.2015;;21.02.2012;677027, Республика Саха (Якутия), г.Якутск, ул.Орджоникидзе, д.33, корпус 1, оф. 7,8,12-19;677027, Республика Саха (Якутия), г.Якутск, ул.Орджоникидзе, д.33, корпус 1, оф. 7,8,12-19;(4112) 402052, 402054, 402055, 89245696608;402052;stroykon1@mail.ru;;;;;"""0020.08-2012-1435152748-С-067""";
"""1435177446""";ООО «Профиль» ;Якутск;;Генеральный директор;Авдеев;Борис;Иннокентьевич;;;;;24.11.2014;;20.01.2011;677008, Республика Саха (Якутия), г.Якутск, пер.Вилюйский , д.16;677008, Республика Саха (Якутия), г.Якутск, пер.Вилюйский , д.16;(4112) 356064, 351674;424211;soprofil@mail.ru;;;;;"""0021.01-2011-1435177446-С-067""";
"""1434030480""";ЗАО «Стальмонтаж» ;Нерюнгри;;Директор;Борик;Александр;Станиславович;;;;;20.07.2015;;26.11.2010;678960, Республика Саха (Якутия), г.Нерюнгри, ул.Мира, д. 17/2, кв. 51;678960, Республика Саха (Якутия), г.Нерюнгри, ул.Мира, д. 17/2, кв. 51;(41147) 67569;93958;E-mail-zao.sm@mail.ru;;;;;"""0023.01-2010-1434030480-С-067""";
"""1435138895""";ООО «Арктика-Строй» ;Якутск;;Директор;Никифоров;Петр;Самуилович;;;;;11.02.2015;;17.12.2010;677002, Республика Саха (Якутия), г.Якутск, ул.Автодорожная, д.14/1;677002, Республика Саха (Якутия), г.Якутск, ул.Автодорожная, д.14/1;(4112) 355312, 703-303 (Петр Самуилович);;lari.74@mail.ru;;;;;"""0025.01-2010-1435138895-С-067""";
"""1431009659""";"ОАО ""Дороги Хангалас"" ";Покровск;;Генеральный директор;Бобцов;Владимир;Вениаминович;;;;;05.12.2014;;19.02.2014;678000,Республика Саха(Якутия), г. Покровск, ул.Лесная;678000,Республика Саха(Якутия), г. Покровск, ул.Лесная;(41144) 44530, 89243666652;43384;info@txan.ru;;;;;"""0026.02-2014-1431009659-С-067""";
