ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""6731039170""";ЗАО «Ваш дом» ;г. Смоленск;;Генеральный директор;Степанов;Максим;Александрович;;Действует;;;02.06.2015;;04.02.2014;214031, г. Смоленск, ул.Генерала Паскевича д.13;214031, г. Смоленск, ул.Генерала Паскевича д.13;(4812) 616091;;;;Закрытое акционерное общество «Ваш дом»;"""1026701461434""";;"""0001.06-2014-6731039170-С-110""";
"""6722009927""";ЗАО «Вязьмадор» ;г. Вязьма;;Генеральный директор;Помозов;Владимир;Альбертович;;Действует;;;30.12.2014;;02.11.2010;215158, Смоленская обл., г. Вязьма, ул. 2-я Алексеевская, д. 1;215158, Смоленская обл., г. Вязьма, ул. 2-я Алексеевская, д. 1;(48131) 2-77-15;;vyazmador@mail.ru;;Закрытое акционерное общество «Вязьмадор»;"""1026700850032""";;"""0002.02-2010-6722009927-С-110""";
"""6724002130""";ЗАО «Горал» ;г. Десногорск КСЗ;;Генеральный директор;Грищенко;Владимир;Иванович;;Действует;;;31.10.2014;;02.11.2010;216400, Смоленская обл., г. Десногорск КСЗ, а/я 73/1;216400, Смоленская обл., г. Десногорск КСЗ, а/я 73/1;(48153) 71200;;GORAL-ZAO@yandex.ru;;Закрытое акционерное общество «Горал»;"""1026700924381""";;"""0003.02-2010-6724002130-С-110""";
"""6723006622""";ЗАО «Гагаринская ДСПМК дочернее общество ОАО СПК «Смоленскагропромдорстрой» ;г. Гагарин;;Директор;Лукашев;Михаил;Петрович;;Действует;;;24.01.2015;;23.03.2011;215010, Смоленская обл., г. Гагарин, Промышленный проезд-1;215010, Смоленская обл., г. Гагарин, Промышленный проезд-1;(48135) 42538;;;;Закрытое акционерное общество «Гагаринская ДСПМК дочернее общество ОАО СПК «Смоленскагропромдорстрой»;"""1026700882779""";;"""0004.03-2011-6723006622-С-110""";
"""6712006758""";ЗАО «Дорспецстрой № 3» ;г. Починок;;Директор;Болденков;Виктор;Петрович;;Действует;;;31.12.2014;;02.11.2010;216450, Смоленская обл., г. Починок, ул. Красноармейская, д. 78;216450, Смоленская обл., г. Починок, ул. Красноармейская, д. 78;(48149) 42078;;;;Закрытое акционерное общество «Дорспецстрой № 3»;"""1026700630032""";;"""0005.02-2010-6712006758-С-110""";
"""6730026972""";ЗАО «Инженерно-технический центр «Вибротехпром» ;г. Смоленск;;Генеральный директор;Павлов;Александр;Леонидович;;Действует;;;20.10.2014;;07.11.2013;214004, г. Смоленск, ул. Колхозная, д. 8;214004, г. Смоленск, ул. Колхозная, д. 8;(4812) 389271;355134;vtp2004@mail.ru;;Закрытое акционерное общество «Инженерно-технический центр «Вибротехпром»;"""1026701421075""";;"""0006.06-2013-6730026972-С-110""";
"""6714011961""";ЗАО «КВАРТ» ;д. Ракитня-2;;Генеральный директор;Шпак;Анатолий;Николаевич;;Действует;;;31.12.2014;;19.04.2011;214525, Смоленская обл., Смоленский р-н, д. Ракитня-2;214525, Смоленская обл., Смоленский р-н, д. Ракитня-2;(4812) 386093;386880;;;Закрытое акционерное общество «КВАРТ»;"""1026700667047""";;"""0007.03-2011-6714011961-С-110""";
"""6731036074""";ЗАО «Эксклюзив» ;Смоленск;;Директор;Одинцова;Людмила;Владимировна;;Действует;;;31.12.2014;;02.02.2012;214018, г. Смоленск, ул. Шевченко, д.1/35;214018, г. Смоленск, ул. Шевченко, д.1/35;(4812) 646646;625054;elena6031@rambler.ru;;Закрытое акционерное общество «Эксклюзив»;"""1026701427730""";;"""0008.03-2012-6731036074-С-110""";
"""6731047238""";ЗАО «Монолит-Строй» ;г. Смоленск;;Директор;Рамазян;Ваня;Завенович;;Действует;;;11.07.2015;;04.02.2014;214031, г.Смоленск, ул.Генерала Паскевича, д.13;214031, г.Смоленск, ул.Генерала Паскевича, д.13;(4812) 61-29-16;61-66-64;;;Закрытое акционерное общество «Монолит-Строй»;"""1046758321301""";;"""0009.04-2014-6731047238-С-110""";
"""6730083603""";ЗАО «Новатор» ;214013 г. Смоленск;;Генеральный директор;Гузенков;Василий;Сергеевич;;Действует;;;26.07.2015;;01.12.2010;214013 г. Смоленск, ул. Черняховского, д. 44;214013 г. Смоленск, ул. Черняховского, д. 44;(4812) 687302;687302;;;Закрытое акционерное общество «Новатор»;"""1096731011134""";;"""0010.02-2010-6730083603-С-110""";
