ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""5018094400""";ЗАО «602 Управление начальника работ» ;;;Генеральный директор;Климов;Валерий;Николаевич;;Исключен;;;28.02.2011;;17.12.2010;141070, Московская область, город Королев, микрорайон Текстильщик, улица Калининградская, дом 24/1;141070, Московская область, город Королев, микрорайон Текстильщик, улица Калининградская, дом 24/1;;;unr602@mail.ru;www.unr602.ru;Закрытое акционерное общество «602 Управление начальника работ»;"""1045003358047""";;"""0192.02-2009-5018094400-C-2""";
"""9909298380""";ООО «ERIELL Corporation, s.r.o.» ;;;Генеральный;директор;Карл;Хмелик;;Действует;;;31.10.2014;;20.02.2013;110 00, Прага 1, улица Спалена, 29;110 00, Прага 1, улица Спалена, 29;;;moscow@eriell.com;www.eriell.com;Общество с ограниченной ответственностью «ERIELL Corporation, s.r.o.»;"""1753""";;"""0533.02-2010-9909298380-С-2""";
"""5043044072""";ООО «АбсолютСтрой» ;;;Директор;Филипеня;Павел;Александрович;;Исключен;;;15.03.2013;;28.10.2011;142200, Московская область, город Серпухов, улица Весенняя, дом 2-А, офис 2;142200, Московская область, город Серпухов, улица Весенняя, дом 2-А, офис 2;;;as.serp@yandex.ru;;Общество с ограниченной ответственностью «АбсолютСтрой»;"""1115043005692""";;"""1215.00-2011-5043044072-С-2""";
"""6323069233""";ОАО «АВТОЗАВОДСТРОЙ» ;;;Генеральный директор;Кадыров;Игорь;Шарифович;;Действует;;;27.01.2015;;09.11.2012;445009, Самарская область, город Тольятти, улица Комсомольская, дом 84 а;445009, Самарская область, город Тольятти, улица Комсомольская, дом 84 а;;;"azstroy@tolcom.ru; azsjr@mail.ru";www.avtozavodstroy.ru;Открытое акционерное общество «АВТОЗАВОДСТРОЙ»;"""1036300995114""";;"""0110.05-2009-6323069233-С-2""";
"""7302011957""";ЗАО «Агентство недвижимости» ;;;Директор;Лупоносов;Яков;Алексеевич;;Действует;;;11.02.2015;;14.12.2012;433513, Ульяновская область, город Димитровград, улица Московская, дом 60 а;433513, Ульяновская область, город Димитровград, улица Московская, дом 60 а;;;figk@mail.ru;;Закрытое акционерное общество «Агентство недвижимости»;"""1027300535558""";;"""0083.04-2009-7302011957-С-2""";
"""3913502052""";ООО «АгроПромСтрой» ;;;Генеральный директор;Титов;Дмитрий;Алексеевич;;Действует;;;20.12.2014;;03.04.2014;238340, Калининградская область, город Светлый, улица Гагарина, дом 65;238340, Калининградская область, город Светлый, улица Гагарина, дом 65;;;"info@sodru.com; aps@sodru.com; i.gorin@sodru.com";www.sodrugestvo.ru;Общество с ограниченной ответственностью «АгроПромСтрой»;"""1103925005656""";;"""0883.02-2011-3913502052-С-2""";
"""2309109470""";ООО «АгроСпецСтрой» ;г.Краснодар;;Генеральный директор;Гридин;Сергей;Юрьевич;;Исключен;;;31.10.2011;;26.11.2010;350033, Краснодарский край, город Краснодар, переулок Лунный, дом 15;350033, Краснодарский край, город Краснодар, переулок Лунный, дом 15;;;asstroi2008@mail.ru;www.asstroy23.ru;Общество с ограниченной ответственностью «АгроСпецСтрой»;"""1082309000421""";;"""0171.01-2009-2309109470-C-2""";
"""35262771""";ООО «АДАЛАРЫ» ;г. Севастополь;;Директор;Лозовой;Виктор;Анатольевич;;Действует;;;;;07.08.2014;299012, город Севастополь, улица Паршина, дом 6;299012, город Севастополь, улица Паршина, дом 6;;;adalary-v@mail.ru;;Общество с ограниченной ответственностью «АДАЛАРЫ»;"""35262771""";;"""1308.00-2014-35262771-С-2""";
"""7708620639""";ООО «АДК Стример» ;Москва;;Генеральный директор;Коротков;Александр;Юрьевич;;Действует;;;14.02.2015;;25.07.2012;105082, город Москва, улица Почтовая Большая, дом 7, строение 1;105082, город Москва, улица Почтовая Большая, дом 7, строение 1;;;info@adkstrimer.ru;;Общество с ограниченной ответственностью «АДК Стример»;"""1067760308164""";;"""0469.02-2009-7708620639-С-2""";
"""0105005260""";ООО «Адыгэлектромонтаж» ;;;Генеральный директор;Дудинов;Геннадий;Борисович;;Действует;;;30.08.2014;;12.09.2012;385000, Республика Адыгея, город Майкоп, улица Шовгенова, дом 352 Б;385000, Республика Адыгея, город Майкоп, улица Шовгенова, дом 352 Б;;;a_e_montazh@mail.ru;;Общество с ограниченной ответственностью «Адыгэлектромонтаж»;"""1020100698221""";;"""0557.02-2010-0105005260-С-2""";
