ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""6659119841""";ООО «Аверс-СК» ;г. Екатеринбург;;Генеральный директор;Кислицын;Сергей;Васильевич;;Действует;;;31.12.2014;;10.07.2014;620041, Свердловская область, г. Екатеринбург, ул. Маяковского, д. 25-А, оф.812;620041, Свердловская область, г. Екатеринбург, ул. Маяковского, д. 25-А, оф.812;(343) 389-83-98;389-83-98;office@averssk.ru, lpa@averssk.ru;www.averssk.ru;Общество с ограниченной ответственностью «Аверс-СК»;"""1056603177190""";;"""0001.09-2009-6659119841-С-103""";
"""6658203314""";ООО «СМУ «Апартамент» ;г. Екатеринбург;;Директор;Морозов;Вадим;Александрович;;Действует;;;31.12.2014;;29.05.2014;620102, Свердловская область, г. Екатеринбург, ул. Шаумяна, д. 107, к. 64;620102, Свердловская область, г. Екатеринбург, ул. Шаумяна, д. 107, к. 64;(343) 251-53-33, 251-53-34, 251-53-35;251-53-35;Sk-apartament@isnet.ru;нет;Общество с ограниченной ответственностью «Строительно-монтажное управление «Апартамент»;"""1056602662918""";;"""0002.04-2009-6658203314-С-103""";
"""6658014483""";ЗАО «Фирма «ВИЗСТРОЙ» ;г. Екатеринбург;;Генеральный директор;Лунин;Виталий;Константинович;;Действует;;;31.12.2014;;27.04.2012;620028, Свердловская область, г. Екатеринбург, ул. Токарей, д. 24;620028, Свердловская область, г. Екатеринбург, ул. Токарей, д. 24;(343) 373-42-39;373-42-44;;нет;Закрытое акционерное общество «Фирма «ВИЗСТРОЙ»;"""1026602337629""";;"""0004.04-2012-6658014483-С-103""";
"""6658141869""";ООО «СК «Гранд-Строй» ;г. Екатеринбург;;Генеральный директор;Ярулин;Олег;Мансурович;;Действует;;;31.12.2014;;14.11.2011;620043, Свердловская обл., г. Екатеринбург, ул. Галилея, д.12;620043, Свердловская обл., г. Екатеринбург, ул. Галилея, д.12;(343) 381-57-30, 381-57-39;381-57-40;sekr@sk-gs.ru;www.sk-gs.ru;Общество с ограниченной ответственностью «Строительная компания «Гранд-Строй»;"""1036602644495""";;"""0008.06-2009-6658141869-С-103""";
"""6661027813""";ООО «КАРМ» ;г. Екатеринбург;;Директор;Злыгостев;Владимир;Викторович;;Действует;;;31.12.2014;;29.05.2014;620016, Свердловская область, г. Екатеринбург, ул. Краснолесье, д. 20, оф. 122;620016, Свердловская область, г. Екатеринбург, ул. Краснолесье, д. 20, оф. 122;(343) 212-50-44, 212-53-65;212-50-44;;www.karm.ru;Общество с ограниченной ответственностью «Кабельная арматура»;"""1036603995735""";;"""0009.05-2009-6661027813-С-103""";
"""6658128875""";ООО «МЕТЕОРИТ и Ко» ;г. Екатеринбург;;Директор;Климанов;Андрей;Венедиктович;;Действует;;;31.12.2014;;19.01.2012;620102, Свердловская область, г. Екатеринбург, ул. Ясная, д. 20;620102, Свердловская область, г. Екатеринбург, ул. Ясная, д. 20;(343) 224-00-24, 23-32-111, 233-10-18;233-10-18;;www.meteorit.ru;Общество с ограниченной ответственностью «МЕТЕОРИТ и Ко»;"""1026602341545""";;"""0011.04-2009-6658128875-С-103""";
"""6672149235""";ООО «Метрострой-ПТС» ;г. Екатеринбург;;Директор;Дозорец;Юрий;Иванович;;Действует;;;31.12.2014;;06.12.2012;620075, Свердловская обл., г. Екатеринбург, ул. Мамина- Сибиряка, д.101, 14 эт.;620075, Свердловская обл., г. Екатеринбург, ул. Мамина- Сибиряка, д.101, 14 эт.;(343) 286-50-60;;fin@metropts.ru, metropts@r66.ru, po@metropts.ru;www.metropts.ru;Общество с ограниченной ответственностью «Метрострой-Подземные технологии строительства»;"""1036604389800""";;"""0012.06-2009-6672149235-С-103""";
"""6660089863""";ООО «МСУ-95» ;г. Екатеринбург;;Генеральный директор;Морозов;Вячеслав;Николаевич;;Действует;;;31.12.2014;;06.12.2012;620041, Свердловская область, г. Екатеринбург, ул. Уральская, д. 57, корп. 1, кв. 85;620041, Свердловская область, г. Екатеринбург, ул. Уральская, д. 57, корп. 1, кв. 85;(343) 216-53-31, 216-53-32;;;www.msu-95.ru;Общество с ограниченной ответственностью «Монтажно-строительное управление-95»;"""1026604964649""";;"""0013.02-2009-6660089863-С-103""";
"""6670090804""";ООО «Фирма СМУ-1» ;г. Екатеринбург;;Коммерческий директор;Ямашкин;Владислав;Викторович;;Действует;;;31.12.2014;;30.11.2012;620078, Свердловская область, г. Екатеринбург, ул.Коминтерна, д. 16, оф. 325;620078, Свердловская область, г. Екатеринбург, ул.Коминтерна, д. 16, оф. 325;(343) 356-50-15, 356-50-16;;;нет;Общество с ограниченной ответственностью «Фирма Специализированный Монтажный Участок-1»;"""1056603679770""";;"""0019.02-2009-6670090804-С-103""";
"""6672158374""";ООО «РенаСтройКом» ;г. Екатеринбург;;Директор;Редько;Олег;Александрович;;Действует;;;31.12.2014;;13.12.2012;620026, Свердловская область, г. Екатеринбург, ул.Мамина-Сибиряка, д. 130;620026, Свердловская область, г. Екатеринбург, ул.Мамина-Сибиряка, д. 130;(343) 262-72-97;266-31-90;ooosmynd@mail.ru;;Общество с ограниченной ответственностью «РенаСтройКом»;"""1036604417266""";;"""0020.03-2009-6672158374-С-103""";
