ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""7017046278""";"ООО ""Сибинжстрой"" ";г. Томск;;Директор;Сухотеплый;Павел;Сергеевич;;Действует;;;10.03.2015;;18.06.2014;634009, Томская область, г. Томск, ул. Пролетарская, д. 35а;634009, Томская область, г. Томск, ул. Пролетарская, д. 35а;"(3822) 244-601; 8-913-857-75-52";;;;"Общество с ограниченной ответственностью ""Сибинжстрой""";"""1027000909110""";;"""0236.03-2010-7017046278-С-032""";
"""7017111022""";"ООО ""СтройСервис"" ";г. Томск;;Директор;Ли-Ван-Хе;Надежда;Мифодьевна;;Действует;;;29.03.2014;;29.03.2013;634507, Томская область, Томский р-н, п. Зональная станция, ул. Светлая, д. 1А;634507, Томская область, Томский р-н, п. Зональная станция, ул. Светлая, д. 1А;(3822) 40-89-80;;listroyservis@mail.ru;;"Общество с ограниченной ответственностью ""СтройСервис""";"""1057000093743""";;"""0023.05-2009-7017111022-С-032""";
"""7017163616""";"ООО ""Лидер-М"" ";г. Томск;;Директор;Матыцин;Владимир;Владимирович;;Действует;;;31.12.2014;;23.10.2013;634009, Томская область, г. Томск, ул. Большая Подгорная, д.42;634009, Томская область, г. Томск, ул. Большая Подгорная, д.42;(3822) 211-901;;lider-m2006@mail.ru;;"Общество с ограниченной ответственностью ""Лидер-М""";"""1067017176038""";;"""0067.05-2009-7017163616-С-032""";
"""7017039986""";"ЗАО ""Сибэлектромонтаж"" ";г. Томск;;Директор;Самохин;Виктор;Георгиевич;;Действует;;;03.02.2015;;12.11.2013;634015, Томская область, г. Томск, ул. Угрюмова, д. 7;634015, Томская область, г. Томск, ул. Угрюмова, д. 7;"(3822) 737-244; 736-003";;semtomsk@yandex.ru;;"Закрытое акционерное общество ""Сибэлектромонтаж""";"""1027000862602""";;"""0005.04-2009-7017039986-С-032""";
"""7704224497""";"ЗАО ""Сибтрансстрой"" ";г. Томск;;Генеральный директор;Здрок;Владимир;Михайлович;;Действует;;;21.12.2014;;23.10.2013;634003, Томская область, г. Томск, ул. Бакунина, д. 10;634003, Томская область, г. Томск, ул. Бакунина, д. 10;"(3822) 660-527; 660-528";;RT@akhq.com;;"Закрытое акционерное общество ""Сибтрансстрой""";"""1037700232811""";;"""0216.05-2010-7704224497-С-032""";
"""7017253147""";"ГУП ТО ""Областное ДРСУ"" ";г. Томск;;И.о. директора;Докучаев;Василий;Леонидович;;Действует;;;16.11.2014;;12.11.2013;634009, Томская область, г. Томск, пр-кт. Ленина, д. 117;634009, Томская область, г. Томск, пр-кт. Ленина, д. 117;"(3822) 8-913-806-3529; 903-502; 903-500";;main@drsu-tomsk.ru;;"Государственное унитарное предприятие Томской области ""Областное дорожное ремонтно-строительное управление""";"""1097014001886""";;"""0124.05-2009-7017253147-С-032""";
"""7020032677""";"ООО ""БРАТСТВО"" ";г. Томск;;Генеральный директор;Григорян;Роберт;Врежович;;Действует;;;31.01.2015;;12.11.2013;634009, Томская область, г. Томск, пр-кт. Ленина, д. 104, оф. 401;634009, Томская область, г. Томск, пр-кт. Ленина, д. 104, оф. 401;(3832) 511-118, 535-655;;Bratstvo2007@gmail.com;;"Общество с ограниченной ответственностью ""БРАТСТВО""";"""1027000860644""";;"""0006.05-2009-7020032677-С-032""";
"""7021013532""";"ЗАО ""Энергетик"" ";г. Томск;;Генеральный директор;Батурин;Николай;Иванович;;Действует;;;28.08.2014;;12.11.2013;634009, Томская область, г. Томск, ул. Нижне-Луговая, д. 111;634009, Томская область, г. Томск, ул. Нижне-Луговая, д. 111;"(3822) 405-045; 408-913";;energetic88@mail.ru;;"Закрытое акционерное общество ""Энергетик""";"""1027000909176""";;"""0039.04-2009-7021013532-С-032""";
"""7009002407""";"ОАО ""Кривошеинская МПМК"" ";;;Директор;Бабьев;Сергей;Владимирович;;Действует;;;18.03.2014;;11.12.2012;636300, Томская область, Кривошеинский р-н, с. Кривошеино, ул. Октябрьская, д. 55;636300, Томская область, Кривошеинский р-н, с. Кривошеино, ул. Октябрьская, д. 55;(38251) 21-639;;bsv2407@yandex.ru;;"Открытое акционерное общество ""Кривошеинская межхозяйственная передвижная механизированная колонна""";"""1027003353882""";;"""0353.02-2010-7009002407-С-032""";
"""7017161048""";"ООО ""Вектор"" ";г. Томск;;Директор;Соломатов;Владимир;Николаевич;;Действует;;;27.09.2014;;18.06.2014;634061, Томская область, г. Томск, ул. Красноармейская, д. 68/1;634061, Томская область, г. Томск, ул. Красноармейская, д. 68/1;"(3822) 434-342; 434-213";;skvector12@gmail.com;;"Общество с ограниченной ответственностью ""Вектор""";"""1067017172859""";;"""0068.08-2009-7017161048-С-032""";
"""7017215744""";"ООО ""ТСО"" ";г. Томск;;Генеральный директор;Волченко;Юрий;Юрьевич;;Действует;;;24.09.2014;;23.10.2013;634034, Томская область, г. Томск, ул. Советская, д. 84;634034, Томская область, г. Томск, ул. Советская, д. 84;"(3822) 565-671, 558-777; 565-440";;mail@tsotomsk.ru;;"Общество с ограниченной ответственностью ""Технические средства охраны""";"""1087017017339""";;"""0013.05-2009-7017215744-С-032""";
"""7021053172""";"ЗАО ""Жилстрой"" ";г. Томск;;Генеральный директор Поливанов;Александр;Иванович;8-913-822-92-20;;Действует;;;31.12.2014;;18.12.2012;634021, Томская область, г. Томск, ул. Шевченко, д. 19, оф. 32;634021, Томская область, г. Томск, ул. Шевченко, д. 19, оф. 32;"(3822) 441-220; 443-690; 22-15-12";;tankob@tomsk.ru;;"Закрытое акционерное общество ""Жилстрой""";"""1027000907163""";;"""0105.02-2009-7021053172-С-032""";
"""7020008610""";"ОАО ""ФСК ""ГазХимстройИнвест"" ";г. Томск;;Генеральный директор;Звонарев;Сергей;Викторович;;Действует;;;31.12.2014;;29.10.2013;634034, Томская область, г. Томск, ул. Косарева, д.33;634034, Томская область, г. Томск, ул. Косарева, д.33;(3822) 561-901;;fsk@mail.tomsknet.ru;www.ghi.ru;"Открытое акционерное общество Финансово-строительная компания ""Газ Химстрой Инвест""";"""1027000887748""";;"""0177.05-2010-7020008610-С-032""";
"""7017029554""";"ООО ""ТОМСКРЕМСТРОЙПРОЕКТ"" ";г. Томск;;Директор;Малащук;Виталий;Никонович;;Действует;;;01.01.2015;;17.12.2013;634034, Томская область, г. Томск, ул. Белинского, д. 50;634034, Томская область, г. Томск, ул. Белинского, д. 50;(3822) 556-513;;trsp2001@yandex.ru;;"Общество с ограниченной ответственностью ""ТОМСКРЕМСТРОЙПРОЕКТ""";"""1027000895833""";;"""0022.04-2009-7017029554-С-032""";
"""7017014205""";"ООО ""Интерстрой"" ";г. Томск;;Директор;Копытков;Максим;Борисович;;Действует;;;31.12.2014;;17.01.2012;634003, Томская область, г. Томск, ул. Пушкина, д.27-ж;634003, Томская область, г. Томск, ул. Пушкина, д.27-ж;(3822) 650-891;;inter.tom@mail.ru;;"Общество с ограниченной ответственностью ""Интерстрой""";"""1027000865825""";;"""0055.05-2009-7017014205-С-032""";
"""7017146000""";"ООО ""ПСК Томикс"" ";г. Томск;;Директор;Винокуров;Геннадий;Тимофеевич;;Действует;;;31.07.2014;;14.04.2014;634012, Томская область, г. Томск, ул. Косарева, д. 17б, кв. 1;634012, Томская область, г. Томск, ул. Косарева, д. 17б, кв. 1;"(3822) 755-567; 8-913-876-57-39";;"vgt-66@yandex.ru; morozov2202@yandex.ru";;"Общество с ограниченной ответственностью ""ПСК Томикс""";"""1067017152410""";;"""0197.07-2010-7017146000-С-032""";
"""7017028039""";"ООО ""Электрификация"" ";г. Томск;;Директор;Емельянов;Владимир;Иванович;;Действует;;;10.10.2014;;25.10.2012;634062, Томская область, г. Томск, ул. Клюева, д. 4, кв. 20;634062, Томская область, г. Томск, ул. Клюева, д. 4, кв. 20;(3822) 510-193, 513-144;;goelro@avmail.ru;;"Общество с ограниченной ответственностью ""Электрификация""";"""1027000861469""";;"""0069.02-2009-7017028039-С-032""";
"""7021059840""";"ООО ""Проект КА"" ";г. Томск;;Директор;Шарафутдинов;Марат;Ахматович;;Действует;;;11.02.2015;;17.12.2013;634021, Томская область, г. Томск, ул. Сибирская, д. 109;634021, Томская область, г. Томск, ул. Сибирская, д. 109;"(3822) 213-771; 213-772, 213-774";;"dortex@sibmail.com; pr1999@sibmail.com";;"Общество с ограниченной ответственностью ""ПРОЕКТ КА""";"""1027000913290""";;"""0051.05-2009-7021059840-С-032""";
"""7021010203""";"ПРСК ""Мотор"" ";г. Томск;;Председатель;Оганесян;Гамлет;Давидович;;Действует;;;29.01.2015;;13.12.2011;634041, Томская область, г. Томск, пр-кт. Комсомольский, д. 68/2;634041, Томская область, г. Томск, пр-кт. Комсомольский, д. 68/2;(3822) 556-189;;motor.prsk@yandex.ru;;"Производственный ремонтно-строительный кооператив ""Мотор""";"""1027000870874""";;"""0093.02-2009-7021010203-С-032""";
"""7017026874""";"ЗАО ""СУ ТДСК"" ";г. Томск;;Директор;Поморцев;Александр;Дмитриевич;;Действует;;;12.12.2014;;09.10.2012;634021, Томская область, г. Томск, ул. Елизаровых, д. 79/1;634021, Томская область, г. Томск, ул. Елизаровых, д. 79/1;(3822) 710-980;;tdsk@mail.tomsknet.ru;;"Закрытое акционерное общество ""Строительное управление Томской домостроительной компании""";"""1027000854946""";;"""0059.06-2009-7017026874-С-032""";
"""7017165807""";"ООО ""ПМК-Томь"" ";г. Томск;;Директор;Антонов;Эдуард;Константинович;;Действует;;;31.05.2015;;12.11.2013;634041, Томская область, г. Томск, ул. Тверская, д. 81, оф. 1;634041, Томская область, г. Томск, ул. Тверская, д. 81, оф. 1;(3822) 51-45-51, 518-014;;pmktom@yandex.ru;;"Общество с ограниченной ответственностью ""Передвижная механизированная колонна-Томь""";"""1067017178931""";;"""0097.03-2009-7017165807-С-032""";
"""7017045482""";"ООО ""Строй-Арт"" ";г. Томск;;Директор;Шумар;Сергей;Витальевич;;Действует;;;;;23.10.2013;634050, Томская область, г. Томск, ул. Шишкова, д. 13а;634050, Томская область, г. Томск, ул. Шишкова, д. 13а;(3822) 528-100;;SviridovaAnna@yandex.ru;;"Общество с ограниченной ответственностью ""Строй-Арт""";"""1037000090060""";;"""0160.03-2009-7017045482-С-032""";
"""7014049016""";"ООО ""МИГ"" ";г. Томск;;Директор;Испирян;Севак;Размикович;;Действует;;;;;02.06.2014;634570, Томская область, Томский р-н, с. Богашево, ул. Мира, д. 71;634570, Томская область, Томский р-н, с. Богашево, ул. Мира, д. 71;(3822) 409-140, 409-080, (8-952-89823-38 Елена));;mig-97@list.ru;;"Общество с ограниченной ответственностью ""МИГ""";"""1077014004066""";;"""0194.10-2010-7014049016-С-032""";
"""7011000291""";"МП ""Парабельское МУАТП"" ";;;Директор;Лебедев;Андрей;Иванович;;Действует;;;26.03.2015;;11.12.2012;636600, Томская область, Парабельский р-н, с. Парабель, ул. Советская, д. 58;636600, Томская область, Парабельский р-н, с. Парабель, ул. Советская, д. 58;"(38252) 21-393; 21-609; 913-878-97-10";;atpparabel@sibmail.com;;Муниципальное предприятие Парабельское муниципальное унитарное автотранспортное предприятие;"""1027003753281""";;"""0084.03-2009-7011000291-С-032""";
"""7019038280""";"ООО ""Томскгазспецмонтаж"" ";г. Томск;;Директор;Бетенеков;Владимир;Петрович;;Действует;;;31.12.2014;;20.05.2014;634021, Томская область, г. Томск, пр-кт. Фрунзе, д. 170а;634021, Томская область, г. Томск, пр-кт. Фрунзе, д. 170а;(3822) 446-573,446-574;;tomskgazs@mail.ru;;"Общество с ограниченной ответственностью ""Томскгазспецмонтаж""";"""1037000093855""";;"""0189.05-2010-7019038280-С-032""";
"""7017079259""";"ООО ""Стройтехмонтаж"" ";г. Томск;;Директор;Галеев;Валерий;Павлович;;Действует;;;20.12.2014;;20.05.2014;634003, Томская область, г. Томск, пер. Школьный, д. 6;634003, Томская область, г. Томск, пер. Школьный, д. 6;(3822) 651-475, 650-694;;stm-to@mail.ru;;"Общество с ограниченной ответственностью ""Стройтехмонтаж""";"""1037000149350""";;"""0070.05-2009-7017079259-С-032""";
"""7017327695""";"ООО ""СМУ-9"" ";г. Томск;;Директор;Цитко;Сергей;Валерьевич;;Действует;;;;;23.10.2013;634058, Томская область, г. Томск, Кузовлевский тракт, д.4г;634058, Томская область, г. Томск, Кузовлевский тракт, д.4г;"(3822) 419-469; 41-95-80; 41-95-20";;cmu9tomsk@mail.ru;;"Общество с ограниченной ответственностью ""Строительное монтажное управление-9""";"""1137017006785""";;"""0108.06-2009-7017327695-С-032""";
