ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""7811391020""";ООО Общество с ограниченной ответственностью «СК «Невский берег» ;Санкт-Петербург;;Генеральный директор;Трофимук;Сергей;Михайлович;;;;;08.12.2014;;11.01.2013;192012, г. Санкт-Петербург, пр. Обуховской обороны, д. 116, корп. 1, лит.Е, оф. 527;192012, г. Санкт-Петербург, пр. Обуховской обороны, д. 116, корп. 1, лит.Е, оф. 527;"Сведения о руководителе Генеральный директор Трофимук Сергей Михайлович
Дата государственной регистрации юридического лица 23.11.2007
Город Санкт-Петербург
Юридический адрес 192012, г. Санкт-Петербург, пр. Обуховской обороны, д. 116, корп. 1, лит.Е, оф. 527
Фактический адрес 192012, г. Санкт-Петербург, пр. Обуховской обороны, д. 116, корп. 1, лит.Е, оф. 527";;;;;"""1079847100300""";;"""0001.02-2013-7811391020-С-151""";
"""7840366966""";ООО Общество с ограниченной ответственностью «МегаПром» ;Санкт-Петербург;;Генеральный директор;Слободырев;Николай;Андреевич;;;;;18.12.2014;;31.01.2013;191119, г. Санкт-Петербург, ул. Марата, д. 82, лит.А, пом. 3-Н;191119, г. Санкт-Петербург, ул. Марата, д. 82, лит.А, пом. 3-Н;"Сведения о руководителе Генеральный директор Слободырев Николай Андреевич
Дата государственной регистрации юридического лица 23.07.2007
Город Санкт-Петербург
Юридический адрес 191119, г. Санкт-Петербург, ул. Марата, д. 82, лит.А, пом. 3-Н
Фактический адрес 198188, г. Санкт-Петербург, ул. Зайцева, д. 41, оф. 221";;;;;"""1077847513754""";;"""0002.01-2013-7840366966-С-151""";
"""7811344541""";ООО Общество с ограниченной ответственностью «Маркон» ;Санкт-Петербург;;Генеральный директор;Скворцова;Татьяна;Ивановна;;;;;30.11.2014;;30.08.2013;197101, г. Санкт-Петербург, ул. Воскова, д. 22, лит.Б, пом. 3Н;197101, г. Санкт-Петербург, ул. Воскова, д. 22, лит.Б, пом. 3Н;"Сведения о руководителе Генеральный директор Скворцова Татьяна Ивановна
Дата государственной регистрации юридического лица 11.05.2006
Город Санкт-Петербург
Юридический адрес 197101, г. Санкт-Петербург, ул. Воскова, д. 22, лит.Б, пом. 3Н
Фактический адрес 197101, г. Санкт-Петербург, ул. Воскова, д. 22, лит.Б, пом. 3Н";;;;;"""5067847009731""";;"""0003.03-2013-7811344541-С-151""";
"""7802086460""";ООО Общество с ограниченной ответственностью «Петрострой» ;Санкт-Петербург;;Генеральный директор;Павлов;Андрей;Юрьевич;;;;;31.01.2015;;13.02.2013;197183, г. Санкт-Петербург, ул. Савушкина, д. 18, кв. 18;197183, г. Санкт-Петербург, ул. Савушкина, д. 18, кв. 18;"Сведения о руководителе Генеральный директор Павлов Андрей Юрьевич
Дата государственной регистрации юридического лица 25.11.2002
Город Санкт-Петербург
Юридический адрес 197183, г. Санкт-Петербург, ул. Савушкина, д. 18, кв. 18
Фактический адрес 197371, г. Санкт-Петербург, ул. Мартыновская, д. 10, кор. 1, кв. 15";;;;;"""1027801558102""";;"""0005.01-2013-7802086460-С-151""";
"""7826133159""";ООО Общество с ограниченной ответственностью «Партнер» ;Санкт-Петербург;;Генеральный директор;Артеменок;Викторв;Тамунович;;;;;30.11.2014;;03.10.2012;197342, г. Санкт-Петербург, ул. Белоостровская, д. 20, Лит. Б, оф. 38;197342, г. Санкт-Петербург, ул. Белоостровская, д. 20, Лит. Б, оф. 38;"Сведения о руководителе Генеральный директор Артеменок Викторв Тамунович
Дата государственной регистрации юридического лица 24.09.2002
Город Санкт-Петербург
Юридический адрес 197342, г. Санкт-Петербург, ул. Белоостровская, д. 20, Лит. Б, оф. 38
Фактический адрес 197342, г. Санкт-Петербург, ул. Белоостровская, д. 20, Лит. Б, оф. 38";;;;;"""1027810233373""";;"""0006.03-2012-7826133159-С-151""";
"""7811424571""";ООО Общество с ограниченной ответственностью «ДорРемСтрой» ;Санкт-Петербург;;Генеральный директор;Данилова;Валентина;Васильевна;;;;;19.01.2015;;14.07.2014;192012, г. Санкт-Петербург, пр-кт Обуховской обороны , д. 116, корп. 1, лит. Е;192012, г. Санкт-Петербург, пр-кт Обуховской обороны , д. 116, корп. 1, лит. Е;"Сведения о руководителе Генеральный директор Данилова Валентина Васильевна
Дата государственной регистрации юридического лица 01.12.2008
Город Санкт-Петербург
Юридический адрес 192012, г. Санкт-Петербург, пр-кт Обуховской обороны , д. 116, корп. 1, лит. Е
Фактический адрес 192012, г. Санкт-Петербург, пр-кт Обуховской обороны , д. 116, корп. 1, лит. Е, оф. 506";;;;;"""1087847003078""";;"""0007.02-2014-7811424571-С-151""";
"""5752019078""";ООО Общество с ограниченной ответственностью «Строй-Плюс» ;Орел;;Директор;Шелаев;Владимир;Иванович;;;;;29.12.2014;;02.07.2013;302030, г. Орел, ул. Герцена, д. 6;302030, г. Орел, ул. Герцена, д. 6;"Сведения о руководителе Директор Шелаев Владимир Иванович
Дата государственной регистрации юридического лица 11.12.2002
Город Орел
Юридический адрес 302030, г. Орел, ул. Герцена, д. 6
Фактический адрес 302030, г. Орел, ул. Герцена, д. 6";;;;;"""1025700782645""";;"""0011.03-2013-5752019078-С-151""";
"""7810542170""";ООО Общество с ограниченной ответственностью «НеваИнвестСтрой» ;Санкт-Петербург;;Генеральный директор;Воропаев;Анатолий;Владимирович;;;;;13.10.2015;;31.01.2013;196084, г. Санкт-Петербург, Московский пр., д. 91, лит. А;196084, г. Санкт-Петербург, Московский пр., д. 91, лит. А;"Сведения о руководителе Генеральный директор Воропаев Анатолий Владимирович
Дата государственной регистрации юридического лица 11.01.2009
Город Санкт-Петербург
Юридический адрес 196084, г. Санкт-Петербург, Московский пр., д. 91, лит. А
Фактический адрес 196105, г. Санкт-Петербург, Яковлевский переулок, д. 2, лит. А";;;;;"""1097847000712""";;"""0012.03-2013-7810542170-С-151""";
"""4719001233""";ООО Общество с ограниченной ответственностью «Гатчинский РНУ «Энергобумпром» ;г. Коммунар;;Директор;Баннов;Вадим;Михайлович;;;;;30.11.2014;;06.02.2013;188320, Ленинградская обл., Гатчинский р-н, г. Коммунар, ул. Павловская, д. 9;188320, Ленинградская обл., Гатчинский р-н, г. Коммунар, ул. Павловская, д. 9;"Сведения о руководителе Директор Баннов Вадим Михайлович
Дата государственной регистрации юридического лица 16.10.2002
Город г. Коммунар
Юридический адрес 188320, Ленинградская обл., Гатчинский р-н, г. Коммунар, ул. Павловская, д. 9
Фактический адрес 188320, Ленинградская обл., Гатчинский р-н, пос. Коммунар, ул. Павловская, д. 9";;;;;"""1024702086155""";;"""0014.01-2013-4719001233-С-151""";
"""7444059457""";ООО Общество с ограниченной ответственностью «Строительная компания «Форт» ;Магнитогорск;;Директор;Орлов;Михаил;Вадимович;;;;;17.01.2015;;06.08.2013;454091, г. Челябинск, ул. Елькина, д. 45, корп. А;454091, г. Челябинск, ул. Елькина, д. 45, корп. А;"Сведения о руководителе Директор Орлов Михаил Вадимович
Дата государственной регистрации юридического лица 21.10.2008
Город Магнитогорск
Юридический адрес 454091, г. Челябинск, ул. Елькина, д. 45, корп. А
Фактический адрес 454091, г. Челябинск, ул. Елькина, д. 45, корп. А";;;;;"""1087444003426""";;"""0015.04-2013-7444059457-С-151""";
