ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""7107086807""";ООО Совдел-Строй ;г.Тула;;Генеральный директор;Щербаков;Виктор;Константинович;;Действует;;;04.05.2015;;25.04.2012;300012, Тульская область, г. Тула, Городской переулок, д. 50;300012, Тульская область, г. Тула, Городской переулок, д. 50;(4872) 212053;;sovdel-stroy@mail.ru;www.sovdel-stroy.ru;Общество с ограниченной ответственностью «Совдел-Строй»;"""1057101121109""";;"""0001.05-2009-7107086807-С-080""";
"""7106067079""";ООО Уникум ;г. Новомосковск;;директор;Морозов;Андрей;Владимирович;;Действует;;;15.02.2015;;09.02.2012;300002, г. Тула, ул. Галкина, д.7;300002, г. Тула, ул. Галкина, д.7;(48762) 24199;;unikum.ooo@mail.ru;;"Общество с ограниченной ответственностью ""Уникум""";"""1057100809842""";;"""0002.07-2009-7106067079-С-080""";
"""7105005841""";ЗАО Внешстрой ;г. Тула;;Генеральный директор;Афанасьев;Николай;Петрович;;Действует;;;30.10.2014;;30.01.2013;300001, г. Тула, ул. Демидовская плотина, д. 27;300001, г. Тула, ул. Демидовская плотина, д. 27;(4872) 245805, 425305;425805;vneshstroy_tula@mail.ru;;Закрытое акционерное общество «Внешстрой»;"""1027100684214""";;"""0003.010-2009-7105005841-С-080""";
"""7107088931""";ООО Белстрой-1 ;г. Тула;;Генеральный директор;Белан;Светлана;Васильевна;;Действует;;;19.08.2015;;15.11.2012;300012, Тульская область, г. Тула, проспект Ленина, д. 81;300012, Тульская область, г. Тула, проспект Ленина, д. 81;(4872) 329680;;yurchikova@rambler.ru;;Общество с ограниченной ответственностью «Белстрой-1»;"""1057101154142""";;"""0005.04-2009-7107088931-С-080""";
"""7116018514""";ООО Новомосковск-ремстройсервис ;г. Новомосковск;;Генеральный директор;Милаков;Андрей;Владимирович;;Действует;;;20.05.2015;;18.04.2013;301651, Российская Федерация, Тульская область, город Новомосковск, улица Свободы, дом 9;301651, Российская Федерация, Тульская область, город Новомосковск, улица Свободы, дом 9;(48762) 28181;28150;nrss_nmk@eurochem.ru;;Общество с ограниченной ответственностью «Новомосковск-ремстройсервис»;"""1037101671562""";;"""0006.011-2009-7116018514-С-080""";
"""7107003487""";ОАО ТУЛСПЕЦСТРОЙ ;;;Генеральный директор;Калачев;Юрий;Константинович;;Действует;;;22.08.2015;;25.03.2013;300600, Тульская область, г. Тула, проспект Ленина, д. 21;300600, Тульская область, г. Тула, проспект Ленина, д. 21;(4872);50*25*34;tulspstr@tula.net;;Открытое акционерное общество «ТУЛСПЕЦСТРОЙ»;"""1027100969719""";;"""0010.07-2009-7107003487-С-080""";
"""7111025998""";ООО Строительное управление № 2 ;г. Алексин;;директор;Швед;Александр;Павлович;;Действует;;;03.08.2015;;15.11.2012;301361, Тульская область, г. Алексин, ул. Пахомова, д. 7/12;301361, Тульская область, г. Алексин, ул. Пахомова, д. 7/12;(48753) 41423;;ooocy-2@mail.ru;;Общество с ограниченной ответственностью «Строительное управление № 2»;"""1037102720929""";;"""0012.06-2009-7111025998-С-080""";
"""7103024447""";ЗАО ТИСС ;г. Тула;;Генеральный директор;Мужичков;Анатолий;Николаевич;;Действует;;;01.04.2015;;21.06.2012;300002, Тульская область, г. Тула, ул. Литейная, д.12;300002, Тульская область, г. Тула, ул. Литейная, д.12;(4872) 473303;;zaotiss2011@mail.ru;;Закрытое акционерное общество «Тульское инженерное специализированное строительство»;"""1027100516376""";;"""0013.08-2009-7103024447-С-080""";
"""7104041244""";ООО Тулпромстрой-4 ;г. Тула;;директор;Панов;Константин;Валерьевич;;Действует;;;15.01.2015;;21.06.2012;300034, Тульская область, г. Тула, ул. Демонстрации, д. 148;300034, Тульская область, г. Тула, ул. Демонстрации, д. 148;(4872) 568732;569120;TPC4@mail.ru;;Общество с ограниченной ответственностью «Тулпромстрой-4»;"""1037100329309""";;"""0014.06-2009-7104041244-С-080""";
"""7107500520""";ОАО Мосшахтострой ;г.Щекино;;Генеральный директор;Архипов;Михаил;Георгиевич;;Действует;;;06.02.2015;;17.10.2012;300905, Тульская область, г. Тула, пос. Южный, Шахтерский проезд, д. 6;300905, Тульская область, г. Тула, пос. Южный, Шахтерский проезд, д. 6;(48751) 52457;;mshstroy@schekino.tula.net, mshstroy@mail.ru;;Открытое акционерное общество «Мосшахтострой»;"""1077154002034""";;"""0015.010-2009-7107500520-С-080""";
