ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""7714816076""";"ООО ""Промстройинвест"" ";Москва;;Генеральный директор;Шаронов;Владлен;Владимирович;;Действует;;;16.08.2014;;25.09.2014;123154, г. Москва, ул. Бульвар Генерала Карбышева, д. 8, корп. стр. 3.;123154, г. Москва, ул. Бульвар Генерала Карбышева, д. 8, корп. стр. 3.;(499) 199-65-16, 495-947-58-10;;;;"Общество с ограниченной ответственностью ""Промстройинвест""";"""1107746686618""";;"""077.2-2014-7714816076-П-001""";
"""7717707678""";"ООО ""ЭкоПромСтрой"" ";Москва;;Нет согласия на;раскрытие;персональных;данных;;Действует;;;03.03.2015;;19.05.2014;129085, г. Москва, Звездный бульвар, д. 21, корп. стр. 3, оф. пом. 1.;129085, г. Москва, Звездный бульвар, д. 21, корп. стр. 3, оф. пом. 1.;(495) 995-23-59;995-23-59;;;"Общество с ограниченной ответственностью ""ЭкоПромСтрой""";"""1117746722411""";;"""011.1-2014-7717707678-П-002""";
"""7723842026""";"ООО ""Концепт групп консалтинг"" ";г. Москва;;Генеральный директор;Карпов;Сергей;Геннадьевич;;Действует;;;03.03.2015;;12.05.2014;119049, г. Москва, Ленинский пр-т, д. 4, стр. 1А;119049, г. Москва, Ленинский пр-т, д. 4, стр. 1А;;;;;Общество с ограниченной ответственностью Концепт групп консалтинг;"""1127746534321""";;"""014.1-2014-7723842026-П-003""";
"""7720788564""";"ООО ""СТРОЙМИГ КОННЕКТ"" ";Москва;;Генеральный директор;Панкратова;Галина;Васильевна;;Действует;;;11.09.2014;;07.08.2014;111524, г. Москва, ул. Электродная, д. 11, корп. строение 1.;111524, г. Москва, ул. Электродная, д. 11, корп. строение 1.;(495) 504-21-00;504-21-00;;;"Общество с ограниченной ответственностью ""СТРОЙМИГ КОННЕКТ""";"""1137746704226""";;"""066.2-2014-7720788564-С-004""";
"""7718911588""";"ООО ""Евро-Билдинг-Инжиниринг-Групп"" ";г. Москва;;Генеральный директор;Морозов;Александр;Сергеевич;;Действует;;;12.09.2014;;22.05.2014;107553, г. Москва, ул. 1-ая Пугачевская, влд. 17, стр. 1;107553, г. Москва, ул. 1-ая Пугачевская, влд. 17, стр. 1;(926) 994-87-32;;;;Общество с ограниченной ответственностью Евро-Билдинг-Инжиниринг-Групп;"""1127747185103""";;"""045.1-2014-7718911588-П-005""";
"""7706757638""";ООО АКЦ «СТРОИТЕЛЬ» ;;;Генеральный дирктор;Карпов;Сергей;Геннадьевич;;Действует;;;03.03.2015;;19.05.2014;119049, Российская Федерация, г. Москва, Ленинский проспект, д.4, стр.1А;119049, Российская Федерация, г. Москва, Ленинский проспект, д.4, стр.1А;(495) 215-14-94;;;;Общество с ограниченной ответственностью АКЦ «СТРОИТЕЛЬ»;"""1127747110270""";;"""015.1-2014-7706757638-П-006""";
"""7706784134""";ООО Экспертно-аналитический центр в строительстве и энергетике ;г. Москва;;Генеральный директор;Зибик;Роман;Сергеевич;;Действует;;;03.03.2015;;19.05.2014;119049, г. Москва, Ленинский проспект, д. 4, стр. 1А;119049, г. Москва, Ленинский проспект, д. 4, стр. 1А;;;;;Общество с ограниченной ответственностью Экспертно-аналитический центр в строительстве и энергетике;"""1127747110270""";;"""009.1-2014-7706784134-П-007""";
"""7713759450""";"ООО ""СК Интер"" ";Москва;;Генеральный директор;Якунин;Иван;Сергеевич;;Действует;;;29.09.2015;;10.07.2014;127591, г. Москва, Керамический проезд, д. 53, корп. 1, оф. пом. I.;127591, г. Москва, Керамический проезд, д. 53, корп. 1, оф. пом. I.;(495) 783-60-23;783-60-23;;;"Общество с ограниченной ответственностью ""СК Интер""";"""1127747237826""";;"""062.2-2014-7713759450-П-008""";
"""7720191785""";ЗАО «Индустриальная строительная компания» ;г. Москва;;Генеральный директор;Потапов;Сергей;Александрович;;Действует;;;03.03.2015;;19.05.2014;115201, г. Москва, Старокаширское ш., д. 2, корп. 2, комн. 410-1;115201, г. Москва, Старокаширское ш., д. 2, корп. 2, комн. 410-1;(498) 697-68-50;697-69-30;;;Закрытое акционерное общество «Индустриальная строительная компания»;"""1037700055645""";;"""029.1-2014-7720191785-П-009""";
"""7709909053""";"ООО ""НС Комплекс"" ";Москва;;Генеральный директор;Рачков;Антон;Евгеньевич;;Действует;;;03.03.2015;;19.05.2014;109004, г. Москва, ул. Николоямская, д. 43, корп. 4, оф. пом.1, кв. комн. 6.;109004, г. Москва, ул. Николоямская, д. 43, корп. 4, оф. пом.1, кв. комн. 6.;(495) 778-70-99 номер телефона неверный;778-70-99;;;"Общество с ограниченной ответственностью ""НС Комплекс""";"""1127746607801""";;"""028.1-2014-7709909053-П-010""";
"""9909006623""";"ПФ ""СУММА ТУРИЗМ ЯТЫРЫМДЖЫЛЫГЫ АНОНИМ ШИРКЕТИ"" (ТУРЦИЯ) ";Москва;;Региональный;директор;Унювар;Мехмет;;Действует;;;03.03.2015;;19.05.2014;123610, г. Москва, Краснопресненская наб., д. 12, оф. № 805.;123610, г. Москва, Краснопресненская наб., д. 12, оф. № 805.;(495) 258-20-24,25;;;;"Представительство фирмы ""СУММА ТУРИЗМ ЯТЫРЫМДЖЫЛЫГЫ АНОНИМ ШИРКЕТИ"" (ТУРЦИЯ)";"""_16352.2""";;"""025.1-2014-9909006623-П-011""";
"""7727755913""";ООО «Экосфера» ;;;Генеральный директор;Яковлев;Даниил;Николаевич;;Действует;;;15.10.2014;;07.08.2014;129090, г. Москва, ул. Каланчевская, д. 16, стр. 1, ком. 1М;129090, г. Москва, ул. Каланчевская, д. 16, стр. 1, ком. 1М;(495) 728-22-40;967-97-00;;;Общество с ограниченной ответственностью «Экосфера»;"""1117746584120""";;"""068.2-2014-7727755913-П-012""";
