ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""3444067235""";ЗАО «Волгоград-GSM» ;г. Волгоград;;Региональный управляющий директор;Скрипник;Вадим;Владимирович;;Действует;;;23.04.2015;;21.03.2012;400131, г. Волгоград, ул. Коммунистическая, д. 19-д;400131, г. Волгоград, ул. Коммунистическая, д. 19-д;(8442) 23-23-07;56-11-17;EKnageva@volgogsm.ru, OGorelova@volgogsm.ru;www.volgogsm.ru;«Волгоград-GSM»;"""1023403430676""";;"""0171.04-2009-3444067235-С-138""";
"""0814134324""";ООО «Строительное управление № 3» ;г. Элиста;;Генеральный директор;Цадыков;Александр;Сергеевич;;Действует;;;26.08.2015;;02.11.2011;358000, Республика Калмыкия, г. Элиста, Восточная промзона, 5 проезд, № 25;358000, Республика Калмыкия, г. Элиста, Восточная промзона, 5 проезд, № 25;(84722) 61215 6-12-14;61216;ooo-su3@mail.ru;-;«Строительное управление № 3»;"""1030800754313""";;"""0002.04-2009-0814134324-С-138""";
"""3444046796""";ОГУП «Волгоградавтодор» ;г. Волгоград;;Генеральный директор;Соколов;Сергей;Николаевич;;Действует;;;10.09.2015;;30.07.2014;400131, г. Волгоград, ул. Коммунистическая, д. 5;400131, г. Волгоград, ул. Коммунистическая, д. 5;(8442) 48-99-21;48-99-27;pto@volgoavtodor.ru;www.volgoavtodor.ru;«Волгоградавтодор»;"""1023403448232""";;"""0103.06-2010-3444046796-С-138""";
"""3435042450""";ООО «Волжскстройсервис» ;г. Волжский;;Директор;Садовский;Дмитрий;Иванович;;Действует;;;20.06.2015;;23.09.2014;404130, Волгоградская область, г. Волжский, ул. Дорожная, д. 7а;404130, Волгоградская область, г. Волжский, ул. Дорожная, д. 7а;(8443) 318112;318212;epstroi@vlz.ru;-;«Волжскстройсервис»;"""1023402000710""";;"""0056.09-2010-3435042450-С-138""";
"""3448009259""";ООО «Сигнал Сервис» ;г. Волгоград;;Директор;Губченков;Анатолий;Иванович;;Действует;;;11.12.2014;;23.07.2012;400112, г. Волгоград, ул. Остравская, д. 8;400112, г. Волгоград, ул. Остравская, д. 8;(8442) 671132;497142;signalservice@mail.ru;-;«Сигнал Сервис»;"""1023404364631""";;"""0165.03-2009-3448009259-С-138""";
"""3406006070""";ООО «Еланская ПМК» ;Елань;;Директор;Бережнов;Сергей;Васильевич;;Действует;;;01.08.2015;;25.06.2012;403732, Волгоградская область, Еланский район, р.п. Елань, ул. Пионерская, д. 140;403732, Волгоградская область, Еланский район, р.п. Елань, ул. Пионерская, д. 140;(84452) 54341;54341;berejnov2010@yandex.ru;-;«Еланская ПМК»;"""1023405771663""";;"""0044.03-2009-3406006070-С-138""";
"""0814174888""";ООО «Мегаполис» ;г. Элиста;;Генеральный директор;Басхамджиев;Байр;Дорджиевич;;Действует;;;13.08.2015;;05.10.2011;358004, Республика Калмыкия, г. Элиста, ул. Родниковая, д. 16 Б;358004, Республика Калмыкия, г. Элиста, ул. Родниковая, д. 16 Б;(84722) 30732;30733;megapolis-elista@rambler.ru;-;«Мегаполис»;"""1070814010068""";;"""0089.05-2009-0814174888-С-138""";
"""3442096311""";ООО «Комплекс-Строй» ;г. Волгоград;;Генеральный директор;Аришин;Юрий;Степанович;;Исключен;;;;;02.05.2012;400123, г. Волгоград, ул. им. Хользунова, д. 23;400123, г. Волгоград, ул. им. Хользунова, д. 23;(8442) 790228;-;kompleks-stroy55@mail.ru;-;«Комплекс-Строй»;"""1083459000558""";;"""0376.04-2009-3442096311-С-138""";
"""3420009435""";ООО «Электростроймонтаж» ;Новониколаевск;;Генеральный директор;Алексиков;Александр;Викторович;;Действует;;;20.06.2015;;01.06.2012;403901, Волгоградская область, Новониколаевский район, р.п. Новониколаевский, ул. Усадьба СХТ, д. 2 Б;403901, Волгоградская область, Новониколаевский район, р.п. Новониколаевский, ул. Усадьба СХТ, д. 2 Б;(84444) 69020;69020;esm403901@mail.ru;-;«Электростроймонтаж»;"""1033401043268""";;"""0024.04-2009-3420009435-С-138""";
"""3445013151""";ЗАО «Элеватормельмонтаж» ;г. Волгоград;;Генеральный директор;Семенов;Анатолий;Григорьевич;;Действует;;;31.07.2015;;25.06.2012;400074, г. Волгоград, ул. Козловская, д. 50 а;400074, г. Волгоград, ул. Козловская, д. 50 а;(8442) 944469;945153;montaj@rlan.ru;www.montaj.ru;«Элеватормельмонтаж»;"""1023403851822""";;"""0006.06-2009-3445013151-С-138""";
"""3439006702""";ЗАО «Волга-ФЭСТ» ;г. Фролово;;Генеральный директор;Дружинин;Юрий;Васильевич;;Действует;;;;;27.08.2012;403530, Волгоградская область, г. Фролово, ул. Строителей, д. 128 а;403530, Волгоградская область, г. Фролово, ул. Строителей, д. 128 а;(84465) 4-46-48 4-46-49 4-46-50 4-46-51 4-43-22 4-42-99;4-46-54 4-46-18;mail@volgafest.ru volgafest@volgafest.ru;www.volgafest.ru;«Фроловский электросталеплавильный завод»;"""1023405560650""";;"""0190.04-2009-3439006702-С-138""";
"""3414013169""";ЗАО «Гарантия» ;г. Котово;;Генеральный директор;Пономарев;Анатолий;Петрович;;Действует;;;11.01.2015;;01.06.2012;403801, Волгоградская область, г. Котово, ул. Мира, д. 12;403801, Волгоградская область, г. Котово, ул. Мира, д. 12;(84455) 21768 21645;21734;garantiapmk@mail.ru;-;«Гарантия»;"""1023404977793""";;"""0179.03-2009-3414013169-С-138""";
"""341100003385""";ИП Шевцов Сергей Алексеевич ;-;;;;;;;Действует;;;12.08.2015;;23.07.2012;403232, Волгоградская область, Киквидзенский район, с. Мачеха, ул. Ленинская д. 60;403232, Волгоградская область, Киквидзенский район, с. Мачеха, ул. Ленинская д. 60;(84445) 3-37-77 8-902-658-09-83;-;schevcov@reg.avtig.ru;-;Индивидуальный предприниматель Шевцов Сергей Алексеевич;"""304345711400089""";;"""0003.03-2009-341100003385-С-138""";
"""3404005264""";МООО «Жилищно-коммунальный сервис» ;Даниловка;;Директор;Дорофеев;Виктор;Андреевич;;Действует;;;05.11.2014;;02.10.2013;403371, Волгоградская область, Даниловский район, рп Даниловка, ул. Краснознаменная, д. 29А;403371, Волгоградская область, Даниловский район, рп Даниловка, ул. Краснознаменная, д. 29А;(84461) 53753;53753;mp_dan_jkh@mail.ru;-;«Жилищно-коммунальный сервис»;"""1083456000715""";;"""0048.06-2010-3404005264-С-138""";
"""0814155973""";ООО «Сфера» ;г. Элиста;;Генеральный директор;Буринов;Сергей;Тимофеевич;;Действует;;;19.09.2015;;25.06.2012;358000, Республика Калмыкия, г. Элиста, ул. Ленина, д. 266А;358000, Республика Калмыкия, г. Элиста, ул. Ленина, д. 266А;(84722) 61579;61579;elistaSB@mail.ru;-;«Сфера»;"""1030800783310""";;"""0010.04-2009-0814155973-С-138""";
"""0814013707""";ООО «Сантехмонтаж» ;г. Элиста;;Директор;Талтаев;Юрий;Донрабович;;Приостановлен;;;;;25.06.2012;358000, Республика Калмыкия, г. Элиста, ул. Ленина, д. 262;358000, Республика Калмыкия, г. Элиста, ул. Ленина, д. 262;(84722) 40548;40548;-;-;«Сантехмонтаж»;"""1030800757020""";;"""0014.03-2009-0814013707-С-138""";
"""0814042828""";ООО «Промвентиляция» ;г. Элиста;;Генеральный директор;Кукаев;Михаил;Захарович;;Действует;;;30.08.2015;;11.09.2013;358000, Республика Калмыкия, г. Элиста, ул. Ленина, д. 333;358000, Республика Калмыкия, г. Элиста, ул. Ленина, д. 333;(84722) 62431;62430;mikhail-kukaev@rambler.ru;-;«Промвентиляция»;"""1020800764181""";;"""0007.04-2009-0814042828-С-138""";
"""0814054710""";"ОО ""Ассоциация МЖК РК"" ";г. Элиста;;Директор;Есенов;Владимир;Бобаевич;;Действует;;;23.07.2015;;24.01.2012;358014, Республика Калмыкия, г. Элиста, 9 микрорайон, д. 6, цокольный этаж;358014, Республика Калмыкия, г. Элиста, 9 микрорайон, д. 6, цокольный этаж;"(84722) 6-86-88; 8-909-397-77-88";-;amgk08@yandex.ru;-;«Ассоциация молодежных жилищных комплексов Республики Калмыкия»;"""1030800760836""";;"""0045.04-2009-0814054710-С-138""";
"""3435056974""";ООО «Автоматика- Сервис» ;г. Волжский;;Директор;Алимов;Александр;Валентинович;;Действует;;;01.11.2014;;23.07.2012;"404130, Волгоградская область, г. Волжский, ул. Карбышева, д. 1 ""А""";"404130, Волгоградская область, г. Волжский, ул. Карбышева, д. 1 ""А""";(8443) 316703;316703;contact@avt.ru;-;«Автоматика- Сервис»;"""1023401997519""";;"""0023.03-2009-3435056974-С-138""";
"""3448001620""";ООО «ВИАЛ» ;г. Волгоград;;Директор;Былинкин;Александр;Григорьевич;;Действует;;;26.08.2015;;15.10.2014;400082, г. Волгоград, ул. Вучетича, д. 24, оф. 52;400082, г. Волгоград, ул. Вучетича, д. 24, оф. 52;(8442) 402896, 8-9610848090;402896;vial-92@mail.ru;-;«ВИАЛ»;"""1023404362585""";;"""0025.08-2009-3448001620-С-138""";
"""3435098413""";ООО «СтройМирКом» ;г. Волжский;;Директор;Шевченко;Евгений;Сергеевич;;Действует;;;15.10.2015;;25.09.2013;400006, г. Волгоград, ул. им. Шурухина, д. 45а;400006, г. Волгоград, ул. им. Шурухина, д. 45а;(8443) 21-57-62 8-9610884530;221879;stroymircom@mail.ru;-;«СтройМирКом»;"""1093435000295""";;"""0037.04-2009-3435098413-С-138""";
