ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""6367656373""";"ООО ""Дизайн. Строительство"" ";Самара;;Директор;Лапада;Владимир;Алексеевич;;Действует;;;;;13.08.2013;443041, г.Самара, ул.Арцыбушевская, д.13;443041, г.Самара, ул.Арцыбушевская, д.13;(846) 3100184;;;;"""Дизайн. Строительство""";"""1036302393148""";;"""0001.07-2009-6367656373-C-056""";
"""6316067997""";"ООО ""Элитстрой"" ";Самара;;Директор;Решетов;Николай;Павлович;;Действует;;;;;20.12.2011;443056, г.Самара, ул.Мичурина, д.118А;443056, г.Самара, ул.Мичурина, д.118А;(846) 2698080;;;;"""Элитстрой""";"""1026301165208""";;"""0002.04-2009-6316067997-C-056""";
"""6316030676""";"ООО ""РЕМСТРОЙ"" ";Самара;;Директор;Юртаев;Игорь;Григорьевич;;Действует;;;;;20.03.2012;443068, г.Самара, ул.Ново-Садовая, д.156а;443068, г.Самара, ул.Ново-Садовая, д.156а;(846) 2634146;;;;"""РЕМСТРОЙ""";"""1026301155088""";;"""0006.07-2009-6316030676-C-056""";
"""6318300600""";"ЗАО ""ВОЛГАЭНЕРГОСЕРВИС"" ";Самара;;Директор;Никулин;Владимир;Викторович;;Действует;;;;;09.07.2013;443081, г.Самара, ул. Стара Загора, д.27, офис 21;443081, г.Самара, ул. Стара Загора, д.27, офис 21;(846) 2767350, 2767351;;;;"""ВОЛГАЭНЕРГОСЕРВИС""";"""1026301506263""";;"""0008.06-2009-6318300600-C-056""";
"""6312079800""";"ООО ""Лёгкие строительные конструкции"" ";Самара;;Генеральный директор;Бачмага;Николай;Викторович;;Действует;;;;;18.12.2012;443034, г.Самара, ул.Металлистов, д. 39, комн.5;443034, г.Самара, ул.Металлистов, д. 39, комн.5;(846) 9542464, 2659108;;;;"""Лёгкие строительные конструкции""";"""1086312001071""";;"""0009.03-2010-6312079800-C-056""";
"""6316059869""";"ООО ""ЭРА.Связь.Монтаж"" ";Самара;;Генеральный директор;Варков;Юрий;Александрович;;Действует;;;;;30.10.2012;443122, г.Самара, ул.Дальняя, д.2а;443122, г.Самара, ул.Дальняя, д.2а;(846) 9269854;;;;"""ЭРА.Связь.Монтаж""";"""1036300551891""";;"""0010.08-2009-6316059869-C-056""";
"""6316091911""";"ООО НПП ""Электрорадиоавтоматика"" ";Самара;;Директор;Беззатеев;Михаил;Владимирович;;Действует;;;;;02.10.2012;443122, г.Самара, ул.Дальняя, д.1;443122, г.Самара, ул.Дальняя, д.1;(846) 9981392, 9983119;;;;"""Электрорадиоавтоматика""";"""1046300558590""";;"""0011.03-2010-6316091911-C-056""";
"""6318215760""";"ООО ""РСК Капитал"" ";Самара;;Генеральный директор;Глубокова;Юлия;Васильевна;;Действует;;;;;16.10.2012;123423, г.Москва, ул.Саляма Адиля, д.9, корп.3, помещение 1, комн.10;123423, г.Москва, ул.Саляма Адиля, д.9, корп.3, помещение 1, комн.10;"(846) 302-01-35; 3426551";;;;"""РСК Капитал""";"""1026301513743""";;"""0015.05-2010-6318215760-C-056""";
"""6312083684""";"ООО ""Строй-Алюминий"" ";Самара;;Директор;Целищев;Владислав;Владимирович;;Действует;;;;;22.05.2012;443035, г.Самара, ул.Мирная, д.3, лит. А, офис2;443035, г.Самара, ул.Мирная, д.3, лит. А, офис2;(846) 9324037;;;;"""Строй-Алюминий""";"""1086312005141""";;"""0020.03-2009-6312083684-C-056""";
"""6367042599""";"ООО ""Спецремстрой"" ";Самара;;Генеральный директор;Халиков;Магамед;Раджабович;;Действует;;;;;31.01.2012;443530, Самарская область, Волжский район, с.Дубовый Умет, ул.Дубово-Уметская, д.34;443530, Самарская область, Волжский район, с.Дубовый Умет, ул.Дубово-Уметская, д.34;(846) 3300185;;;;"""Спецремстрой""";"""1046302392344""";;"""0021.08-2009-6367042599-C-056""";
"""6316020692""";"ОАО ""Самараагропроммехмонтаж"" ";Самара;;Генеральный директор;Гриднев;Дмитрий;Александрович;;Действует;;;;;27.12.2012;443101, г.Самара, ул.Камышинская, д.13;443101, г.Самара, ул.Камышинская, д.13;(846) 2640961, 3300185;;;;"""Самараагропроммехмонтаж""";"""1026301153603""";;"""0022.03-2009-6316020692-C-056""";
"""6362007400""";"ООО ""Висла"" ";пгт Безенчук;;Директор;Семенов;Валерий;Николаевич;;Действует;;;;;17.04.2012;446250, Самарская область, Безенчукский район, пгт Безенчук, ул.Советская, д.164, кв.46;446250, Самарская область, Безенчукский район, пгт Безенчук, ул.Советская, д.164, кв.46;(84676) 24231 89023743885;;;;"""Висла""";"""1026303888863""";;"""0023.05-2009-6362007400-C-056""";
"""6316065012""";"ООО ""Самараспецмонтаж"" ";Самара;;Директор;Панин;Алексей;Викторович;;Действует;;;;;24.06.2014;443080, г.Самара, ул.Санфировой, д.95в, офис 302;443080, г.Самара, ул.Санфировой, д.95в, офис 302;(846) 2734925, 2734924, 2699594,;;;;"""Самараспецмонтаж""";"""1036300552496""";;"""0026.15-2009-6316065012-C-056""";
"""6311062138""";"ООО ""Мехмонтаж"" ";с. Пестравка;;Директор;Ковров;Александр;Валентинович;;Действует;;;;;21.08.2012;446160, Самарская область, Пестравский район, с.Пестравка, ул.Шоссейная, д.25Б;446160, Самарская область, Пестравский район, с.Пестравка, ул.Шоссейная, д.25Б;(84674) 21649;;;;"""Мехмонтаж""";"""1026300520674""";;"""0032.03-2009-6311062138-C-056""";
"""6318107010""";"ООО ""Инвест-Сервис"" ";Самара;;Директор;Егоров;Сергей;Анатольевич;;Действует;;;;;30.10.2012;443066, г.Самара, ул.Дыбенко, д.112;443066, г.Самара, ул.Дыбенко, д.112;(846) 2656170;;;;"""Инвест-Сервис""";"""1026301521190""";;"""0034.05-2009-6318107010-C-056""";
