ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""760800307655""";ИП Ижиков Вячеслав Николаевич ;г. Переславль-Залесский;;;;;;;Действует;;;06.02.2015;;01.04.2013;;;(48535) 94-905;94-905;master_igikov@mail.ru;;Индивидуальный предприниматель Ижиков Вячеслав Николаевич;"""304760804400033""";;"""Наименование""";
"""7606053268""";"НО ""Фонд ""Институт проблем устойчивого развития городов и территорий"" ";г. Ярославль;;Генеральный директор;Лукашев;Андрей;Владиславович;;Действует;;;26.03.2015;;05.12.2012;150000, г. Ярославль, ул. Революционная, д. 8;150000, г. Ярославль, ул. Революционная, д. 8;(4852) 72-60-29;72-60-29;ipurgyar@yandex.ru;;"Некаммерческая организация ""Фонд ""Институт проблем устойчивого развития городов и территорий""";"""1057601090348""";;"""Наименование""";
"""761104028867""";ИП Пилюгин Илья Станиславович ;г. Тутаев;;;;;;;Действует;;;17.05.2015;;03.09.2012;;;(48533) 26-478;26-478;pkbptut@gmail.com;;Индивидуальный предприниматель Пилюгин Илья Станиславович;"""304761114900104""";;"""Наименование""";
"""7608010647""";"ООО ""Архитектура"" ";г. Переславль-Залесский;;Генеральный директор;Гумин;Владимир;Васильевич;;Действует;;;10.07.2015;;01.04.2013;152020, Ярославская обл., г. Переславль-Залесский, ул. Трудовая, д.1;152020, Ярославская обл., г. Переславль-Залесский, ул. Трудовая, д.1;(48535) 3-20-92;3-20-92;archpz@mail.ru;;"Общество с ограниченной ответственностью ""Архитектура""";"""1047601201603""";;"""Наименование""";
"""760500324057""";ИП Козменко Сергей Петрович ;г. Ярославль;;;;;;;Действует;;;29.10.2014;;21.02.2013;;;(4852) 58-18-84;58-18-84;kvadr@hotmail.ru;;Индивидуальный предприниматель Козменко Сергей Петрович;"""304760511800022""";;"""Наименование""";
"""7604034252""";"ООО ""Инпроект"" ";г.Ярославль;;Генеральный директор;Лызлов;Герман;Алексеевич;;Действует;;;15.05.2015;;03.09.2012;150000, г.Ярославль, проспект Ленина, д. 61а;150000, г.Ярославль, проспект Ленина, д. 61а;(4852) 72-17-88, 73-92-46;72-17-88;inproekt@list.ru;;"Общество с ограниченной ответственностью ""Инпроект""";"""1027600692976""";;"""Наименование""";
"""7608011224""";"ООО ""Мастерская Агабекова"" ";г. Переславль-Залесский;;Генеральный директор Агабеков;Фахри;Фирдовси;оглы;;Действует;;;14.05.2015;;19.12.2012;152020, Ярославская обл., г. Переславль-Залесский, ул. Урицкого, д.78, кв.27;152020, Ярославская обл., г. Переславль-Залесский, ул. Урицкого, д.78, кв.27;(48535) 3-99-39, 3-42-42;3-99-39;fahri-tector@mail.ru;;"Общество с ограниченной ответственностью ""Мастерская Агабекова""";"""1057601310623""";;"""Наименование""";
"""761003935900""";ИП Лебедев Геннадий Борисович ;г. Рыбинск;;;;;;;Действует;;;20.01.2015;;12.07.2011;;;8-980-659-14-57;;vladimir.p98@gmail.com;;Индивидуальный предприниматель Лебедев Геннадий Борисович;"""304761036300741""";;"""Наименование""";
"""7608012940""";"ООО ""Переславльстройпроект"" ";г. Переславль-Залесский;;Генеральный директор;Волков;Александр;Григорьевич;;Действует;;;17.05.2015;;30.11.2012;152026, Ярославская обл., г. Переславль-Залесский, ул. 50 лет Комсомола, д.16, офис 204;152026, Ярославская обл., г. Переславль-Залесский, ул. 50 лет Комсомола, д.16, офис 204;(48535) 3-99-39;3-99-39;psp@pereslavl.ru;;"Общество с ограниченной ответственностью ""Переславльстройпроект""";"""1077608000337""";;"""Наименование""";
"""7604051346""";"ООО ""Гипроприбор"" ";г.Ярославль;;Генеральный директор;Островский;Владимир;Игоревич;;Действует;;;19.04.2015;;24.01.2013;150014, г.Ярославль, ул. Чайковского, д.9;150014, г.Ярославль, ул. Чайковского, д.9;(4852) 30-41-26;30-57-58;gipropribor@yandex.ru;www.gipropribor.median.ru;"Общество с ограниченной ответственностью ""Гипроприбор""";"""1027600685221""";;"""Наименование""";
"""7603041641""";"ООО ""БАЙТ-М"" ";г. Ярославль;;Генеральный директор;Степанов;Вячеслав;Арсеньевич;;Действует;;;04.07.2014;;24.05.2013;150062, г. Ярославль, проспект Машиностроителей, д.7;150062, г. Ярославль, проспект Машиностроителей, д.7;(4852) 97-07-47;97-07-47;byte-m@mail.ru;;"Общество с ограниченной ответственностью ""БАЙТ-М""";"""1087603002926""";;"""Наименование""";
"""7604095375""";"ООО ""ДК"" ";г. Ярославль;;Генеральный директор;Дайнов;Григорий;Львович;;Действует;;;28.02.2015;;06.05.2013;150054, г. Ярославль, проспект Ленина, дом 24/78, кв. 108;150054, г. Ярославль, проспект Ленина, дом 24/78, кв. 108;(4852) 73-37-54;73-98-61;dainov@dainov-dk.ru;www.dainov-dk.ru;"Общество с ограниченной ответственностью ""ДК""";"""1067604082853""";;"""Наименование""";
"""7707671038""";"ООО ""Мегатехстрой"" ";г. Рыбинск;;Генеральный директор;Иванова;Ольга;Владимировна;;Действует;;;19.01.2015;;05.12.2013;152901, Ярославская обл., г. Рыбинск, ул. Крестовая, д.59, оф.8;152901, Ярославская обл., г. Рыбинск, ул. Крестовая, д.59, оф.8;(4855) 25-48-91;25-48-91;info@mega-ts.ru, ivanova@mega-ts.ru;;"Общество с ограниченной ответственностью ""Мегатехстрой""";"""1087746886567""";;"""Наименование""";
"""4401071704""";"ООО ""Промэнерго"" ";г. Ярославль;;Генеральный директор;Дадыкин;Дмитрий;Бориславович;;Действует;;;08.11.2014;;30.11.2012;150048, г. Ярославль, ул. Кривова, д.43, кв.42;150048, г. Ярославль, ул. Кривова, д.43, кв.42;(4852) 644-887, 333-213;644-887;gen.dir@promener.ru;;"Общество с ограниченной ответственностью ""Промэнерго""";"""1074401000618""";;"""Наименование""";
