ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""5249083090""";ООО «Центр экспертизы и оценки» ;г. Дзержинск;;Директор;Сергеева;Ольга;Юрьевна;;Приостановлен;;;;;29.11.2013;606024, Нижегородская область, г. Дзержинск, пр. Чкалова, д. 21, кв.28;606024, Нижегородская область, г. Дзержинск, пр. Чкалова, д. 21, кв.28;(8313) 288-018;;expertiza-nn@mail.ru;;Общество с ограниченной ответственностью «Центр экспертизы и оценки»;"""1065249064176""";;"""0006.03-2010-5249083090-П-107""";
"""5254026636""";ООО «Саровское проектное бюро» ;г. Саров;;Генеральный директор;Кинешов;Сергей;Анатольевич;;Действует;;;19.01.2015;;21.03.2013;607186, Нижегородская область, г. Саров, проспект Ленина, д. 23, П 4;607186, Нижегородская область, г. Саров, проспект Ленина, д. 23, П 4;(83130) 76-789, 76-116;;SPB-55@mail.ru;;Общество с ограниченной ответственностью «Саровское проектное бюро»;"""1025202203828""";;"""0007.04-2010-5254026636-П-107""";
"""5260216378""";ООО «НПФ «Технологии энергосбережения, монтаж, проектирование» ;г. Нижний Новгород;;Генеральный директор;Кадин;Геннадий;Викторович;;Действует;;;11.05.2015;;19.02.2014;603086, г. Нижний Новгород, ул. Должанская, д. 35/18;603086, г. Нижний Новгород, ул. Должанская, д. 35/18;(831) 414-44-12;277-98-89;info@temp-nn.ru;www.temp-nn.ru;Общество с ограниченной ответственностью «Научно-производственная фирма «Технологии энергосбережения, монтаж, проектирование»;"""1085260000704""";;"""0026.05-2010-5260216378-П-107""";
"""5263063754""";ООО ПСК «Промстрой» ;г. Нижний Новгород;;Директор;Щепетов;Валерий;Владимирович;;Действует;;;09.06.2015;;22.05.2012;603003, г. Нижний Новгород, ул. Ефремова, д. 6, пом. П6;603003, г. Нижний Новгород, ул. Ефремова, д. 6, пом. П6;(831) 265-55-05;;psk.promstroy@mail.ru;;Общество с ограниченной ответственностью Проектно-строительной компании «Промстрой»;"""1075263007764""";;"""0035.04-2010-5263063754-П-107""";
"""5222004260""";ООО «УВАД» ;г. Лысково;;Директор;Панкратова;Марина;Алексеевна;;Действует;;;07.05.2015;;01.08.2013;606210, Нижегородская область, г. Лысково, ул. Звездная, д. 8, кв. 3;606210, Нижегородская область, г. Лысково, ул. Звездная, д. 8, кв. 3;(83149) 5-90-49;;uwadl@bk.ru;;Общество с ограниченной ответственностью «УВАД»;"""1075222000831""";;"""0061.03-2010-5222004260-П-107""";
"""5249061201""";ООО «Троица-Сервис» ;г. Дзержинск;;Директор;Шевелев;Михаил;Владимирович;;Действует;;;03.04.2015;;09.09.2011;606023, Нижегородская обл., г. Дзержинск, ул. Бутлерова, д. 9 А;606023, Нижегородская обл., г. Дзержинск, ул. Бутлерова, д. 9 А;(8313) 25-61-90;;troica-buh@mail.ru;;Общество с ограниченной ответственностью «Троица-Сервис»;"""1025201743324""";;"""0047.02-2010-5249061201-П-107""";
"""5249089327""";ООО «ПрофЦентр» ;г. Дзержинск;;Исполнительный директор;Подсосова;Наталья;Владимировна;;Действует;;;02.12.2014;;19.05.2011;606015, Нижегородская обл., г. Дзержинск,пер. Западный, д. 5, офис 25;606015, Нижегородская обл., г. Дзержинск,пер. Западный, д. 5, офис 25;(831-3) 24-40-33;24-40-33;bedarewaa@mail.ru;;Общество с ограниченной ответственностью «ПрофЦентр»;"""1075249007074""";;"""0004.04-2009-5249089327-П-107""";
"""5243002023""";ОАО «СУ № 7 СМТ» ;г. Арзамас;;Генеральный директор;Полюхов;Иван;Васильевич;;Действует;;;29.06.2014;;23.05.2013;607230, Нижегородская область, г. Арзамас, ул. Жуковского, д. 10;607230, Нижегородская область, г. Арзамас, ул. Жуковского, д. 10;(83147) 4-32-46;;su@mts-nn.ru;;Открытое акционерное общество «Строительное управление № 7 Сварочно-монтажного треста»;"""1025201336368""";;"""0036.03-2010-5243002023-П-107""";
"""5249077032""";ООО «Желдорстрой» ;г.Дзержинск;;Директор;Шулешов;Михаил;Владимирович;;Действует;;;25.10.2014;;31.01.2012;606026, Нижегородская обл., г.Дзержинск, ул. Буденного д. 9 Б;606026, Нижегородская обл., г.Дзержинск, ул. Буденного д. 9 Б;8-910-140-63-53;(8313)64-80-82;geldorstroy@yandex.ru;;Общество с ограниченной ответственностью «Желдорстрой»;"""1055216537397""";;"""0053.03-2010-5249077032-П-107""";
"""5260108809""";ООО «Творческая мастерская архитектора В.Борисюка» ;г. Нижний Новгород;;Директор;Борисюк;Виктор;Федорович;;Приостановлен;;;29.07.2014;;25.11.2010;603000, Нижегородская обл., г. Нижний Новгород, ул. Б.Покровская, д. 43;603000, Нижегородская обл., г. Нижний Новгород, ул. Б.Покровская, д. 43;(831) 411-55-35;;blik.nnov@mail.ru;;Общество с ограниченной ответственностью «Творческая мастерская архитектора В.Борисюка»;"""1025203016519""";;"""0003.02-2009-5260108809-П-107""";
"""5263001370""";ОАО «Волжский проектный институт «Проектверфь» ;г. Нижний Новгород;;Генеральный директор;Солодов;Денис;Алексеевич;;Действует;;;05.02.2015;;29.02.2012;603003, Нижегородская обл., г. Нижний Новгород, ул. Заводский парк, д. 21;603003, Нижегородская обл., г. Нижний Новгород, ул. Заводский парк, д. 21;(831) 229-60-11, 217-02-44, 217-02-40;229-60-11;proektverfoao@yandex.ru;;Открытое акционерное общество «Волжский проектный институт «Проектверфь»;"""1025204416885""";;"""0010.02-2010-5263001370-П-107""";
"""7705902307""";ООО «Инженерное бюро Альфа» ;г. Москва;;Генеральный директор;Козлов;Дмитрий;Германович;;Действует;;;30.09.2014;;10.02.2012;119334, г. Москва, 5-й Донской проезд, д. 15;119334, г. Москва, 5-й Донской проезд, д. 15;"(495) 955-51-51; 8 (499) 995-22-34";;d.kozlov@id-a.ru;www.ib-a.ru;Общество с ограниченной ответственностью «Инженерное бюро Альфа»;"""1097746703361""";;"""0011.03-2010-7705902307-П-107""";
"""5262142393""";ООО «Центрорггаз-НН» ;г. Дзержинск;;Директор;Майдокин;Александр;Иванович;;Действует;;;24.12.2014;;08.02.2013;606000, Нижегородская обл., г. Дзержинск, ул. Кирова, д. 11А, оф. 107;606000, Нижегородская обл., г. Дзержинск, ул. Кирова, д. 11А, оф. 107;(8313) 25-53-92;25-44-70;fcog-nn@mail.ru;;Общество с ограниченной ответственностью «Центрорггаз-НН»;"""1055248136525""";;"""0012.03-2010-5262142393-П-107""";
"""5259077176""";ООО «ГеоСтройПроект» ;г. Нижний Новгород;;Директор;Ефремов;Сергей;Петрович;;Приостановлен;;;;;21.03.2013;603157, г. Нижний Новгород, ул. Бийская, д. 16;603157, г. Нижний Новгород, ул. Бийская, д. 16;(831) 8 901-800-00-04;;office@gsp-nn.ru;;Общество с ограниченной ответственностью «ГеоСтройПроект»;"""1085259005611""";;"""0015.04-2010-5259077176-П-107""";
