ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""0725014924""";"ООО «ООО ""КОНТУР""» ";г. Нальчик;;Директор;Кагазежев;Магомет;Хабасович;;Действует;;;03.09.2015;;04.09.2014;360051, Кабардино-Балкарская Республика, г. Нальчик, пр. Шогенцукова, д.33, кв.84;360051, Кабардино-Балкарская Республика, г. Нальчик, пр. Шогенцукова, д.33, кв.84;8-928-702-37-07;;;;"Общество с ограниченной ответственностью «Общество с ограниченной ответственностью ""КОНТУР""»";"""1140725002010""";;"""0462.01-2014-0725014924-С-077""";
"""263512690758""";ИП ИП Сергеева А.Е. ;г.Ставрополь;;;;;;;Действует;;;;;26.08.2014;;;;;;;Индивидуальный предприниматель Индивидуальный предприниматель Сергеева Анастасия Евгеньевна;"""314265118500245""";;"""0461.01-2014-263512690758-С-077""";
"""0917024299""";"ООО ООО ""ЮГТРАНССТРОЙ"" ";г.Черкесск;;;;;;;Действует;;;;;10.07.2014;369000, Карачаево-Черкесская Республика, г. Черкесск, ул. Пятигорское шоссе, д. 7 Д;369000, Карачаево-Черкесская Республика, г. Черкесск, ул. Пятигорское шоссе, д. 7 Д;;;;;"Общество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГТРАНССТРОЙ""";"""1130917002743""";;"""0460.01-2014-0917024299-С-077""";
"""2635132966""";"ООО ООО ""Главтеплострой"" ";г. Ставрополь;;Директор;Букоткин;Сергей;Александрович;;Действует;;;09.07.2015;;10.07.2014;355035, Ставропольский край, г. Ставрополь, ул. 3-я Промышленная, 10А;355035, Ставропольский край, г. Ставрополь, ул. 3-я Промышленная, 10А;(8652) 33-00-38;33-00-38;;;"Общество с ограниченной ответственностью Общество с ограниченной ответственностью ""Главтеплострой""";"""1102635004460""";;"""0459.01-2014-2635132966-С-077""";
"""2634042004""";"ООО ООО фирма ""Югкомстрой"" ";Ставрополь;;Директор;Горбатых;Александр;Иванович;;Действует;;;06.12.2014;;22.09.2011;355040, Ставропольский край, г. Ставрополь, ул. Доваторцев, 52-в;355040, Ставропольский край, г. Ставрополь, ул. Доваторцев, 52-в;"(8652) 740-261; 740-260";741-110;ugkomstroy@mail.ru;;"Общество с ограниченной ответственностью Общество с ограниченной ответственностью фирма ""Югкомстрой""";"""1022601940756""";;"""0006.06-2009-2634042004-С-077""";
"""2636010135""";"ОАО ""Ремонтно-строительное управление-1"" ";Ставрополь;;Генеральный директор;Полозко;Александр;Иванович;;Действует;;;01.12.2014;;18.06.2013;355035, Ставропольский край, г. Ставрополь, ул. Заводская 10;355035, Ставропольский край, г. Ставрополь, ул. Заводская 10;(8652) 947089;946644;boss@rsu-1.ru;rsu-stavropol@yandex.ru;"Открытое акционерное общество Открытое акционерное общество ""Ремонтно-строительное управление-1""";"""1022601945816""";;"""0117.05-2010-2636010135-С-077""";
"""2635037800""";"ООО ""ЭЛМЕД"" ";Ставрополь;;Директор;Офицеров;Геннадий;Владимирович;;Действует;;;14.10.2014;;11.04.2014;355038, Ставропольский край, г. Ставрополь, ул. Индустриальная, 48;355038, Ставропольский край, г. Ставрополь, ул. Индустриальная, 48;(8652) 561-848;564-451;_elmed_stv@mail.ru;;"Общество с ограниченной ответственностью Общество с ограниченной ответственностью ""ЭЛМЕД""";"""1022601947180""";;"""0070.04-2009-2635037800-С-077""";
"""2635055366""";"ООО ""ИнтерГазСистема"" ";Ставрополь;;Генеральный директор;Эдельштейн;Михаил;Давидович;;Действует;;;24.08.2015;;31.01.2013;355008, Ставропольский край, г. Ставрополь, ул. Горького, 42;355008, Ставропольский край, г. Ставрополь, ул. Горького, 42;(8652) 270-846;281-893;igsystema@mail.ru;intergazsistem.ru;"Общество с ограниченной ответственностью Общество с ограниченной ответственностью ""ИнтерГазСистема""";"""1022601938567""";;"""0010.07-2009-2635055366-С-077""";
"""2634002555""";"ОАО ""СПЕЦУПРАВЛЕНИЕ ДОРОЖНЫХ РАБОТ"" ";Ставрополь;;Директор;Мирзаев;Фарман;Гаджимирзаевич;;Действует;;;17.12.2014;;14.10.2013;355008, Ставропольский край, г. Ставрополь, ул. Селекционная, д. 7/1;355008, Ставропольский край, г. Ставрополь, ул. Селекционная, д. 7/1;(8652) 240-372;245-364;sudr-pro@rambler.ru;;"Открытое акционерное общество Открытое акционерное общество ""СПЕЦУПРАВЛЕНИЕ ДОРОЖНЫХ РАБОТ""";"""1022601956761""";;"""0093.08-2009-2634002555-С-077""";
"""2636044737""";"ООО ""ТРАКТ"" ";Ставрополь;;Директор;Васильченко;Александр;Федорович;;Действует;;;15.12.2014;;31.01.2013;355035, Ставропольский край, г.Ставрополь, ул.3-я Промышленная, 10а;355035, Ставропольский край, г.Ставрополь, ул.3-я Промышленная, 10а;(8652) 562-040;562-040;traktstavropol@rambler.ru;;"Общество с ограниченной ответственностью Общество с ограниченной ответственностью ""ТРАКТ""";"""1042600334292""";;"""0025.03-2009-2636044737-С-077""";
