ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""6639013357""";ООО «УС БАЭС» ;Заречный;;Директор;Инфантьев;Владимир;Данилович;;Действует;;;24.12.2014;;01.11.2012;624250, Свердловская область, г. Заречный, Промплощадка БАЭС-4;624250, Свердловская область, г. Заречный, Промплощадка БАЭС-4;(34377) 38320;38311;"info@uestroy.ru; usbaes@rambler.ru";www.uestroy.ru;Общество с ограниченной ответственностью «УС БАЭС»;"""1056600441743""";;"""0001.06-2009-6639013357-С-046""";
"""6648185641""";ООО «Тагилстрой» ;Нижний Тагил;;Генеральный директор;Щербаков;Сергей;Владимирович;;Действует;;;30.06.2015;;17.12.2013;622034, Свердловская область, г. Нижний Тагил, пр. Ленина, д.67, оф.301;622034, Свердловская область, г. Нижний Тагил, пр. Ленина, д.67, оф.301;(3435) 419265;419269;info@tagilstroy.ru;www.taglink.ru;Общество с ограниченной ответственностью «Тагилстрой»;"""1036602355756""";;"""0002.12-2013-6648185641-С-046""";
"""6661000096""";ОАО «Уралэлектромонтаж» ;Екатеринбург;;Генеральный директор;Хайдуков;Владимир;Ильич;;Действует;;;;;30.04.2013;620050, Свердловская область, г.Екатеринбург, ул. Маневровая, 43;620050, Свердловская область, г.Екатеринбург, ул. Маневровая, 43;(343) 3714589;3718244;box0609@epn.ru;www.ural-em.ru;Открытое акционерное общество «Уралэлектромонтаж»;"""1026605254235""";;"""0003.17-2009-6661000096-С-046""";
"""6663067642""";ООО «ЕСУ-2 «Уралсантехмонтаж» ;Екатеринбург;;Директор;Новоселов;Сергей;Георгиевич;;Действует;;;09.10.2015;;24.11.2011;620017, Свердловская область, г. Екатеринбург, ул. Электриков, 18Д;620017, Свердловская область, г. Екатеринбург, ул. Электриков, 18Д;(343) 3361623;3361623;Esu2@bk.ru;www.esu2.ru;Общество с ограниченной ответственностью «ЕСУ-2 «Уралсантехмонтаж»;"""1026605627355""";;"""0005.04-2009-6663067642-С-046""";
"""6672165205""";ООО «Городское управление дорожно-строительных работ» ;Екатеринбург;;Директор;Истомин;Владислав;Викторович;;Действует;;;30.06.2015;;04.04.2014;620100, Свердловская область, г.Екатеринбург, пер.Базовый, д. 20;620100, Свердловская область, г.Екатеринбург, пер.Базовый, д. 20;(343) 2546154;2546423;gordorstroy@mail.ru;;Общество с ограниченной ответственностью «Городское управление дорожно-строительных работ»;"""1046604392273""";;"""0006.11-2009-6672165205-С-046""";
"""6661001614""";ОАО «Уралметаллургмонтаж 2» ;Екатеринбург;;Генеральный директор;Поздняков;Владимир;Игоревич;;Действует;;;20.07.2015;;23.09.2014;620014, Свердловская область, г.Екатеринбург, ул.Вайнера, д. 34Б;620014, Свердловская область, г.Екатеринбург, ул.Вайнера, д. 34Б;3764082;3764092;oao@umm2.ru;www.umm2.ru;Открытое акционерное общество «Уралметаллургмонтаж 2»;"""1026605226890""";;"""0007.12-2009-6661001614-С-046""";
"""6670026460""";ООО «Управляющая компания «Уралэнергострой» ;Екатеринбург;;Генеральный директор;Суруда;Виктор;Борисович;;Действует;;;09.07.2015;;09.10.2014;620062, Свердловская область, г.Екатеринбург, пр. Ленина, д. 97/а;620062, Свердловская область, г.Екатеринбург, пр. Ленина, д. 97/а;(343) 3740710;3740236;info@uestroy.ru;;Общество с ограниченной ответственностью «Управляющая компания «Уралэнергострой»;"""1036603504002""";;"""0008.13-2009-6670026460-С-046""";
"""6659103457""";ООО «Уралпроектсервис» ;Екатеринбург;;Директор;Харитонов;Сергей;Николаевич;;Действует;;;23.10.2014;;29.11.2012;620027, Свердловская область, г.Екатеринбург, ул.Мамина-Сибиряка, д.36, оф.112;620027, Свердловская область, г.Екатеринбург, ул.Мамина-Сибиряка, д.36, оф.112;(343) 3559436;3559436;10568@mail.ur.ru;www.ups2000.ru;Общество с ограниченной ответственностью «Уралпроектсервис»;"""1046603140495""";;"""0011.03-2009-6659103457-С-046""";
"""5914022214""";ООО «Техстрой» ;Добрянка;;Директор;Панькова;Наталья;Николаевна;;Действует;;;30.06.2015;;22.11.2012;618740, Пермский край, г.Добрянка, ул.Герцена, д.45, кв.124;618740, Пермский край, г.Добрянка, ул.Герцена, д.45, кв.124;(34265) 39514;20087;texctroi59dobr@mail.ru;;Общество с ограниченной ответственностью «Техстрой»;"""1065914012130""";;"""0012.04-2009-5914022214-С-046""";
"""6660149343""";ООО «Таврида Электрик Урал» ;Екатеринбург;;Директор;Новгородцев;Андрей;Борисович;;Исключен;;;;;20.06.2010;620041, Свердловская область, г.Екатеринбург, ул.Уральская, д.3, оф.35;620041, Свердловская область, г.Екатеринбург, ул.Уральская, д.3, оф.35;(343) 2782143;2782143;;;Общество с ограниченной ответственностью «Таврида Электрик Урал»;"""1036603485621""";;"""0014.03-2009-6660149343-С-046""";
"""6623052745""";ООО «Ремонтно-строительная компания «Тагилагрохим» ;Петрокаменское;;Директор;Панфилов;Дмитрий;Владимирович;;Действует;;;29.12.2014;;13.12.2012;622915, Свердловская область, Пригородный район, село Петрокаменское, ул. Кооперативная 24;622915, Свердловская область, Пригородный район, село Петрокаменское, ул. Кооперативная 24;(3435) 930445, 497300;930445;tagjlagrohjm@mail.ru;;Общество с ограниченной ответственностью «Ремонтно-строительная компания «Тагилагрохим»;"""1086623007591""";;"""0015.06-2009-6623052745-С-046""";
"""6670270412""";ООО «СК «СтройГарант» ;Екатеринбург;;Директор;Брусницын;Алексей;Сергеевич;;Исключен;;;25.11.2012;;30.09.2010;620075, Свердловская область, г.Екатеринбург, ул.Кузнечная, д.81, оф.31;620075, Свердловская область, г.Екатеринбург, ул.Кузнечная, д.81, оф.31;(343) 2785490;;stroygarant-ekb@mail.ru;;Общество с ограниченной ответственностью «СК «СтройГарант»;"""1096670029720""";;"""0016.03-2009-6670270412-С-046""";
"""7453138730""";ООО «Строймонтаж» ;Челябинск;;Генеральный директор;Татаркин;Вадим;Викторович;;Исключен;;;20.11.2012;;14.12.2012;454071, Челябинская область, г.Челябинск, ул.Бажова, д.91А;454071, Челябинская область, г.Челябинск, ул.Бажова, д.91А;(351) 2399033;2689151;chel@novostroy-rbk.ru;;Общество с ограниченной ответственностью «Строймонтаж»;"""1047424544507""";;"""0017.06-2009-7453138730-С-046""";
"""5904131101""";ООО «УралСтройПрогресс» ;Пермь;;Директор;Ефимов;Михаил;Валентинович;;Действует;;;25.12.2014;;15.04.2014;614064, Пермский край, г.Пермь, ул.Чкалова, д. 7;614064, Пермский край, г.Пермь, ул.Чкалова, д. 7;(342) 2216349, 2297522;2216294, 2297515;"mda2004@bk.ru; oev1985@bk.ru";;Общество с ограниченной ответственностью «УралСтройПрогресс»;"""1055901756030""";;"""0018.07-2009-5904131101-С-046""";
"""5911036900""";ООО «Спецгазмонтаж» ;Березники;;Директор;Коптяев;Эдуард;Леонидович;;Действует;;;28.10.2014;;01.12.2011;618400, Пермский край, г.Березники, пр. Ленина, 47, офис16;618400, Пермский край, г.Березники, пр. Ленина, 47, офис16;(3424) 239187, 246708;;sgm-ber@rambler.ru;;Общество с ограниченной ответственностью «Спецгазмонтаж»;"""1025901709492""";;"""0019.05-2009-5911036900-С-046""";
"""5906000552""";ООО «Вертикаль» ;Пермь;;Генеральный директор;Опарин;Михаил;Алексеевич;;Действует;;;30.06.2015;;03.12.2013;614060, Пермский край, г. Пермь, ул.Крупской, д. 35-121;614060, Пермский край, г. Пермь, ул.Крупской, д. 35-121;(342) 2121432, 2124933;2121432;ooovertical@yandex.ru;www.verticalsk.ru;Общество с ограниченной ответственностью «Вертикаль»;"""1025901375917""";;"""0020.12-2009-5906000552-С-046""";
"""6658102394""";ЗАО «Электроуралспецмонтаж» ;Екатеринбург;;Директор;Хизбуллин;Радиан;Абдулхаевич;;Действует;;;10.08.2015;;22.10.2014;620034, Свердловская область, г.Екатеринбург, ул.Контролеров, 15;620034, Свердловская область, г.Екатеринбург, ул.Контролеров, 15;(343) 2455936;2453900;info@eusm.ru;;Закрытое акционерное общество «Электроуралспецмонтаж»;"""1026602327080""";;"""0021.05-2009-6658102394-С-046""";
"""6671128666""";ООО «СУ-22» ;Екатеринбург;;Директор;Калугин;Алексей;Владимирович;;Действует;;;30.06.2015;;26.04.2012;620085, Свердловская область, г.Екатеринбург, ул. Аптекарская, д.43, оф.3;620085, Свердловская область, г.Екатеринбург, ул. Аптекарская, д.43, оф.3;(343) 2564664, 2555376, 2555118;3555155;su-22@bk.ru;;Общество с ограниченной ответственностью «СУ-22»;"""1036603996990""";;"""0022.05-2009-6671128666-С-046""";
"""6631005562""";ЗАО «Севертеплоизоляция» ;Североуральск;;Генеральный директор;Мартыновский;Вячеслав;Анатольевич;;Действует;;;07.10.2014;;06.12.2012;624480, Свердловская область, г.Североуральск, ул.Шлакоблочная, д.1г;624480, Свердловская область, г.Североуральск, ул.Шлакоблочная, д.1г;(34380) 21876;43265;"seversti@mail.ru; suti@bk.ru";;Закрытое акционерное общество «Севертеплоизоляция»;"""1026601800587""";;"""0023.05-2009-6631005562-С-046""";
"""5907022580""";ООО «Сантехническое устройство зданий» ;Пермь;;Директор;Мишагин;Владимир;Иванович;;Исключен;;;;;30.07.2010;614038, Пермский край, г.Пермь, ул.Краснослудская, 9-5;614038, Пермский край, г.Пермь, ул.Краснослудская, 9-5;(342) 2750093;2750093;stuz2007@yandex.ru;;Общество с ограниченной ответственностью «Сантехническое устройство зданий»;"""1035901169171""";;"""0024.02-2009-5907022580-С-046""";
"""6663071832""";ЗАО «Строительно-монтажное управление №25 Уралмашстрой» ;Екатеринбург;;Директор;Кореев;Евгений;Стефанович;;Действует;;;30.06.2015;;29.03.2012;620137, Свердловская область, г.Екатеринбург, ул.Боровая,29, офис 3;620137, Свердловская область, г.Екатеринбург, ул.Боровая,29, офис 3;(343) 2643838;2643840;smu25@e1.ru;;Закрытое акционерное общество «Строительно-монтажное управление №25 Уралмашстрой»;"""1026605627817""";;"""0025.05-2009-6663071832-С-046""";
"""6662117700""";ООО «Электроуралналадка» ;Екатеринбург;;Генеральный директор;Максимович;Артем;Павлович;;Действует;;;30.06.2015;;21.01.2014;620055, Свердловская область, г.Екатеринбург, ул.Сони Морозовой, д.180, к.35;620055, Свердловская область, г.Екатеринбург, ул.Сони Морозовой, д.180, к.35;(343) 3775069;3775068;amaksemovich@gmail.com;электроуралналадка.рф;Общество с ограниченной ответственностью «Электроуралналадка»;"""1026605416309""";;"""0026.05-2009-6662117700-С-046""";
"""6670007370""";ООО «Управление механизации Средуралстрой» ;Екатеринбург;;Конкурсный управляющий;Зелютин;Кирилл;Петрович;;Исключен;;;03.10.2014;;09.04.2013;620137, Свердловская область, г. Екатеринбург, ул. Ботаническая, дом 28, офис 16;620137, Свердловская область, г. Екатеринбург, ул. Ботаническая, дом 28, офис 16;(34350) 34484;34484;sev-stroy@mail.ru;www.severskstroy.ru;Общество с ограниченной ответственностью «Управление механизации Средуралстрой»;"""1026604967509""";;"""0027.07-2009-6670007370-С-046""";
"""6659064303""";ООО «СК Екатеринбургсантехмонтаж» ;Екатеринбург;;Генеральный директор;Пьянков;Виктор;Дмитриевич;;Действует;;;13.10.2014;;08.12.2011;620146, Свердловская область, г.Екатеринбург, ул.Артинская, д.23, корп. а, оф.37д 620146, Свердловская область, г.Екатеринбург, ул.Артинская, д.23, корп. а, оф.37д;620146, Свердловская область, г.Екатеринбург, ул.Артинская, д.23, корп. а, оф.37д 620146, Свердловская область, г.Екатеринбург, ул.Артинская, д.23, корп. а, оф.37д;(343) 2339858;2339840;skestm@mail.ru;www.estm.ru;Общество с ограниченной ответственностью «СК Екатеринбургсантехмонтаж»;"""1026602957754""";;"""0028.04-2009-6659064303-С-046""";
"""6664064179""";ООО «Горэлектросетьстрой» ;Екатеринбург;;Генеральный директор;Полетаев;Илья;Юрьевич;;Действует;;;30.06.2015;;08.12.2011;620076, Свердловская область, г.Екатеринбург, ул.Прониной, 54А;620076, Свердловская область, г.Екатеринбург, ул.Прониной, 54А;(343) 2567302;2567301;"Elektra@r66.ru; yurist@elektraek.ru";www.elektraek.ru;Общество с ограниченной ответственностью «Горэлектросетьстрой»;"""1026605770168""";;"""0029.05-2009-6664064179-С-046""";
"""6660123049""";ООО «Адерус СТС» ;Екатеринбург;;Директор;Исаев;Евгений;Вячеславович;;Приостановлен;;;;;20.12.2012;620137, Свердловская область, г.Екатеринбург, ул.Вилонова, 41-21;620137, Свердловская область, г.Екатеринбург, ул.Вилонова, 41-21;(343) 3411595;3692968,3840848;aderus@bk.ru;www.aderus.ru;Общество с ограниченной ответственностью «Адерус СТС»;"""1026604945839""";;"""0030.04-2009-6660123049-С-046""";
"""6646007001""";ООО «Ремонтно-строительная компания «ВЫСОТНИК» ;Михайловск;;Директор;Костарев;Сергей;Иванович;;Исключен;;;27.08.2014;;24.11.2011;623080, Свердловская область, Нижнесергинский район, г.Михайловск, ул. Советская, д.88;623080, Свердловская область, Нижнесергинский район, г.Михайловск, ул. Советская, д.88;(343) 3898601,3898602;3898601,3898602;rskvysotnik@mail.ru;;Общество с ограниченной ответственностью «Ремонтно-строительная компания «ВЫСОТНИК»;"""1026602054687""";;"""0031.05-2009-6646007001-С-046""";
"""6664089529""";ЗАО «Трест «Уралстальконструкция» ;Екатеринбург;;Генеральный директор;Бахтин;Анатолий;Петрович;;Действует;;;19.06.2015;;01.12.2011;620024, Свердловская область, г.Екатеринбург, ул.Новинская, дом №13;620024, Свердловская область, г.Екатеринбург, ул.Новинская, дом №13;(343) 3727190, 3727194;3727192, 3277197;info@trestusc.ru;;Закрытое акционерное общество «Трест «Уралстальконструкция»;"""1026605758299""";;"""0032.06-2009-6664089529-С-046""";
