ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""3665005205""";ОАО «ДСК» ;г. Воронеж;;Генеральный директор;Трубецкой;Александр;Николаевич;;Действует;;;14.03.2015;;19.12.2013;394038, г. Воронеж, ул. Пешестрелецкая, д. 95;394038, г. Воронеж, ул. Пешестрелецкая, д. 95;(473) 263-29-36;263-06-33;638648@mail.ru, dskvrn@mail.ru;www.dsk.vrn.ru;Открытое акционерное общество «Домостроительный комбинат»;"""1023601540258""";;"""0001.05-2009-3665005205-С-005""";
"""3650001261""";ОАО «Воронежтрубопроводстрой» ;г. Воронеж;;Генеральный директор;Шипилов;Василий;Николаевич;;Действует;;;29.06.2015;;21.08.2013;394068, г. Воронеж, ул. Газовая, д.5;394068, г. Воронеж, ул. Газовая, д.5;(473) 276-10-33;276-10-28;"vtps@vmail.ru; tps-vrn@mail.ru";;Открытое акционерное общество «Воронежтрубопроводстрой»;"""1033600015503""";;"""0002.05-2009-3650001261-С-005""";
"""3666106573""";ООО «Стройинжиниринг» ;г. Воронеж;;Генеральный директор;Смольянов;Николай;Васильевич;;Действует;;;02.06.2015;;14.08.2014;394036, г. Воронеж, ул. Пятницкого, д. 65 А, офис 401;394036, г. Воронеж, ул. Пятницкого, д. 65 А, офис 401;(473) 254-33-74;254-33-54;ibs@ibs.vrn.ru;www.ibsstroy.ru;Общество с ограниченной ответственностью «Стройинжиниринг»;"""1033600107243""";;"""0003.14-2009-3666106573-С-005""";
"""3627008639""";ЗАО «Коттедж-Индустрия» ;г. Россошь;;Генеральный директор;Кухтин;Юрий;Александрович;;Действует;;;07.05.2015;;24.05.2013;396600, Воронежская область, г. Россошь, ул, Промышленная, д.17;396600, Воронежская область, г. Россошь, ул, Промышленная, д.17;(47396) 5-11-20;2-53-89;c-industries@mail.ru;;Закрытое акционерное общество «Коттедж-Индустрия»;"""1023601232995""";;"""0004.04-2009-3627008639-С-005""";
"""3662123049""";ООО «Техстрой 2007» ;г. Воронеж;;Генеральный директор;Галин;Юрий;Латыпович;;Действует;;;11.06.2015;;16.11.2012;394049, г. Воронеж, ул. Лидии Рябцевой, д. 42;394049, г. Воронеж, ул. Лидии Рябцевой, д. 42;"(473) 233-40-24; 233-40-28";277-20-59;tehstroi2007-s@yandex.ru;;Общество с ограниченной ответственностью «Техстрой 2007»;"""1073667025079""";;"""0005.03-2009-3662123049-С-005""";
"""3617005741""";ООО «Новохопёрскстройсервис» ;г. Новохопёрск. ул. Строителей. д. 1;;Генеральный директор;Мелихов;Дмитрий;Иванович;;Действует;;;01.07.2015;;24.06.2013;397400, Воронежская область, г. Новохопёрск. ул. Строителей. д. 1;397400, Воронежская область, г. Новохопёрск. ул. Строителей. д. 1;(47353) 3-38-43;3-38-59;olgamelik@yandex.ru;;Общество с ограниченной ответственностью «Новохопёрскстройсервис»;"""1023600989862""";;"""0006.03-2009-3617005741-С-005""";
"""3666068254""";ЗАО ФК «АКСИОМА» ;г. Воронеж;;Генеральный директор;Кандыбин;Иван;Владимирович;;Действует;;;09.03.2015;;20.03.2012;394018, г. Воронеж, ул. Пушкинская, д. 4 а;394018, г. Воронеж, ул. Пушкинская, д. 4 а;(473) 222-77-77;271-69-90;"shamaevanv@mail.ru; fk717515@gmail.com";www.fk-aksioma.ru;Закрытое акционерное общество Финансовая компания «АКСИОМА»;"""1023601538190""";;"""0007.04-2009-3666068254-С-005""";
"""3666086711""";ООО «Воронежгражданпромстрой» ;г. Воронеж;;Директор;Сергеев;Сергей;Павлович;;Действует;;;07.07.2015;;12.02.2013;394006, г. Воронеж, ул. Бахметьева, д. 2;394006, г. Воронеж, ул. Бахметьева, д. 2;"(473) 239-30-19; 239-30-12";239-30-19;vgps.pto@mail.ru;;Общество с ограниченной ответственностью «Воронежгражданпромстрой»;"""1023601541061""";;"""0008.04-2009-3666086711-С-005""";
"""3661030828""";ООО «СМУ №53-Н» ;г. Воронеж;;Директор;Родионов;Александр;Георгиевич;;Действует;;;26.07.2014;;06.02.2013;394038, г. Воронеж, ул. Дорожная, д.17;394038, г. Воронеж, ул. Дорожная, д.17;"(473) 263-58-20; 293-06-26";263-19-24;smu53n@mail.ru;www.ooosmu-53.narod.ru;Общество с ограниченной ответственностью «Строительно-монтажное управление №53-Н»;"""1053600099409""";;"""0011.04-2009-3661030828-С-005""";
"""3665004353""";ООО «Энергостроймонтаж» ;г. Воронеж;;Директор;Сухинин;Николай;Иванович;;Действует;;;30.06.2015;;11.10.2012;394048, г. Воронеж, ул. Острогожская, д.166А;394048, г. Воронеж, ул. Острогожская, д.166А;(473) 236-89-15;278-98-03;esmvrn@yandex.ru;;Общество с ограниченной ответственностью «Энергостроймонтаж»;"""1023601573123""";;"""0012.03-2009-3665004353-С-005""";
"""3604012967""";ЗАО «Борисоглебскгазстрой» ;г. Борисоглебск;;Генеральный директор;Андросов;Иван;Михайлович;;Действует;;;29.06.2015;;11.09.2014;397165, Воронежская область, Борисоглебский район, г. Борисоглебск, ул. Матросовская, д.115 А;397165, Воронежская область, Борисоглебский район, г. Борисоглебск, ул. Матросовская, д.115 А;(47354) 6-68-88;6-68-88;borgazstroy@mail.ru;;Закрытое акционерное общество «Борисоглебскгазстрой»;"""1023600606094""";;"""0013.05-2009-3604012967-С-005""";
"""360401430374""";ИП Андросов Иван Михайлович ;г. Борисоглебск;;;;;;;Действует;;;17.06.2015;;29.05.2014;;;(47354) 6-68-88;6-68-88;specgaz@vmail.ru;;Индивидуальный предприниматель Андросов Иван Михайлович;"""304360416200069""";;"""0014.03-2009-360401430374-С-005""";
"""3616005837""";ОАО Новоусманская ПМК №11«Водстрой» ;;;Генеральный директор;Дудин;Владимир;Иванович;;Действует;;;07.01.2015;;11.10.2012;396320, Воронежская область, Новоусманский район, с. Новая Усмань (Усманский 2-й с/с), ул. Полевая. д. 22А;396320, Воронежская область, Новоусманский район, с. Новая Усмань (Усманский 2-й с/с), ул. Полевая. д. 22А;(47341) 2-64-92;2-64-92;pmk_usman@mail.ru;;Открытое акционерное общество Новоусманская ПМК №11 «Водстрой»;"""1023600933773""";;"""0015.03-2009-3616005837-С-005""";
"""3628009850""";ООО «Спецремстрой» ;г. Семилуки;;Директор;Евстратов;Александр;Васильевич;;Действует;;;08.06.2014;;12.07.2012;396902, Воронежская область, г. Семилуки, ул. Курская, д. 109;396902, Воронежская область, г. Семилуки, ул. Курская, д. 109;(47372) 2-64-47;2-64-47;Ave50@yandex.ru;;Общество с ограниченной ответственностью «Спецремстрой»;"""1043676503155""";;"""0016.03-2009-3628009850-С-005""";
"""3617007178""";ООО «Новохопёрскстройподряд» ;г. Новохопёрск;;Генеральный директор;Мелихов;Сергей;Дмитриевич;;Действует;;;06.08.2015;;21.03.2013;397401, Воронежская область, г. Новохопёрск, ул. Строителей, д. 1;397401, Воронежская область, г. Новохопёрск, ул. Строителей, д. 1;(47353) 3-38-43;3-38-59;olgamelik@yandex.ru;;Общество с ограниченной ответственностью «Новохопёрскстройподряд»;"""1053691027081""";;"""0019.02-2009-3617007178-С-005""";
"""361700097236""";ИП Гуленин Александр Николаевич ;г. Новохопёрск;;;;;;;Действует;;;17.12.2014;;19.12.2013;;;(47353) 3-14-15;3-13-73;gulenin74@mail.ru;;Индивидуальный предприниматель Гуленин Александр Николаевич;"""304362931600100""";;"""0020.06-2009-361700097236-С-005""";
"""3665049160""";ООО «СМУ-52Н» ;г. Воронеж;;Директор;Демиденко;Федор;Николаевич;;Действует;;;01.11.2014;;28.06.2012;394062, г. Воронеж, ул. Дорожная, д. 17;394062, г. Воронеж, ул. Дорожная, д. 17;(473) 278-66-11;278-66-11;smu_52n@mail.ru;;Общество с ограниченной ответственностью «Строительно-монтажное управление - 52Н»;"""1053600122960""";;"""0022.02-2009-3665049160-С-005""";
