ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""9909066830""";АКОО ОВЕ АРУП ЭНД ПАРТНЕРЗ ИНТЕРНЭШНЛ ЛИМИТЕД ;;;Директор филиала;Габриель;Франсис;Хайд;;Действует;;;;;14.05.2013;Фитцрой Стрит 13, Лондон WIT 4 BQ, Великобритания;Фитцрой Стрит 13, Лондон WIT 4 BQ, Великобритания;(495) 9337557;;;www.arup.com;;"""952468""";;"""0001.09-2013-9909066830-П-070""";
"""7725022205""";"ЗАО ПСО ""МОСЗАРУБЕЖСТРОЙ"" ";;;Генеральный директор;Смирнов;Валерий;Аркадьевич;;Действует;;;;;10.06.2014;121019, РФ, г. Москва, ул. Новый Арбат, д.11, стр.1;121019, РФ, г. Москва, ул. Новый Арбат, д.11, стр.1;(499) 755-20-60;;;www.pso-mzs.ru;;"""1027700022833""";;"""0002.06-2014-7725022205-П-070""";
"""7707007451""";"ЗАО ""Штрабаг"" ";;;Генеральный директор;Ортенберг;Александр;Вадимович;;Действует;;;;;02.10.2013;107031, РФ, г. Москва, ул. Петровка, д.27;107031, РФ, г. Москва, ул. Петровка, д.27;(495) 7370380;;;www.strabag.com;;"""1027700126585""";;"""0003.08-2013-7707007451-П-070""";
"""7704237658""";ООО «БУИГСТРОЙ» ;;;Генеральный директор;Решов;Алексей;Михайлович;;Действует;;;;;20.03.2013;123100, РФ, г. Москва, ул. 2-я Звенигородская, д.12, стр.2, оф.313;123100, РФ, г. Москва, ул. 2-я Звенигородская, д.12, стр.2, оф.313;(495) 7558875;;;www.bouyguesstroi.ru;;"""1027700162885""";;"""0005.04-2013-7704237658-П-070""";
"""9909028017""";ООО КОДЕСТ ИНТЕРНЕШЕНЛ ;;;Региональный;представитель;Россиньоли;Франко;;Действует;;;;;04.03.2014;33050, Поццуоло-дель-Фриули, пос. Карньякко (Провинция Удине), Виа Буттрио, Италия;33050, Поццуоло-дель-Фриули, пос. Карньякко (Провинция Удине), Виа Буттрио, Италия;(495) 9679923;;;www.codest.com;;"""01735600304""";;"""0008.07-2014-9909028017-П-070""";
"""7701717021""";ООО «СЕТЕК ИНЖ» ;;;Генеральный;директор;Аделин;Режис;;Действует;;;;;28.01.2014;115324, РФ, г. Москва, Овчинниковская набережная, д. 20, строение 2;115324, РФ, г. Москва, Овчинниковская набережная, д. 20, строение 2;(495) 6697664;;;www.setecing.ru;;"""5077746564517""";;"""0009.07-2014-7701717021-П-070""";
"""3664089153""";ЗАО «ГазСтройПроект» ;;;Генеральный директор;Савицкий;Александр;Николаевич;;Действует;;;;;16.11.2012;394006, РФ, г. Воронеж, ул. Революции 1905 года, д.82н;394006, РФ, г. Воронеж, ул. Революции 1905 года, д.82н;(4732) 623056;;;gsp.gis.ru;;"""1083668007917""";;"""0010.04-2012-3664089153-П-070""";
"""9909005860""";АО ЭМТ ЭРИМТАН МЮШАВИРЛИК ТААХХЮТ ТИДЖАРЕТ А.Ш. ;;;Глава представительства;Мехмет;Мурат;Битерге;;Действует;;;;;30.11.2012;Джиннах Джаддеси, №102/7, Чанкая, 06550, Анкара, Турция;Джиннах Джаддеси, №102/7, Чанкая, 06550, Анкара, Турция;(495) 9308981;;;www.emt.su;;"""79869""";;"""0011.03-2012-9909005860-П-070""";
"""7724815882""";ОАО «СоюзпромНИИпроект» ;;;Генеральный директор;Кузьменко;Сергей;Иванович;;Действует;;;;;18.05.2012;115487, РФ, г. Москва, ул. Садовники, д.2;115487, РФ, г. Москва, ул. Садовники, д.2;(499) 6132324;;;www.spniip.narod.ru;;"""5117746009915""";;"""0012.04-2012-7724815882-П-070""";
"""9909165260""";КОО СВАНКИ ХЭЙДЕН КОННЕЛЛ ИНТЕРНЕШНЛ ЛИМИТЕД ;;;Глава филиала компании в Москве;Дэвид;Джозеф;Хьюз;;Действует;;;;;15.02.2013;Соединенное Королевство Великобритании и Северной Ирландии, ЕС2А 2BS, г. Лондон, Кристофер Стрит, 25;Соединенное Королевство Великобритании и Северной Ирландии, ЕС2А 2BS, г. Лондон, Кристофер Стрит, 25;(495) 2585522;;;www.shca.com;;"""2222545""";;"""0016.06-2013-9909165260-П-070""";
"""7703595570""";"ЗАО ""Вест Констракшн"" ";;;Уполномоченный представитель управляющей компании;Бретодо;Янн;Лоик;;Действует;;;;;25.05.2012;125009, РФ, г.Москва, Брюсов переулок, д. 2/14, стр. 5;125009, РФ, г.Москва, Брюсов переулок, д. 2/14, стр. 5;(495) 3634655;;;www.west-construction.ru;;"""1067746666998""";;"""0017.04-2012-7703595570-П-070""";
"""7716193116""";ООО «Эксклюзивные технологии безопасности» ;;;Генеральный директор;Жигалов;Борис;Викторович;;Действует;;;;;18.05.2012;129226, РФ, г. Москва, ул. Докукина, д.17, стр. 4;129226, РФ, г. Москва, ул. Докукина, д.17, стр. 4;(499) 4769184;;;www.es-ts.ru;;"""1037739131583""";;"""0018.03-2012-7716193116-П-070""";
"""9909133678""";АО ЭНЕРГОПРОЕКТ ВИСОКОГРАДНЯ А.О. БЕЛГРАД ;;;Директор Московского;Представительства;Йовичевич;Деян;;Действует;;;;;23.04.2013;11070, Республика Сербия, г. Белград, бульвар Михаила Пупина, д.12;11070, Республика Сербия, г. Белград, бульвар Михаила Пупина, д.12;(495) 6697537;;;www.energoprojekt.rs;;"""7073151""";;"""0019.08-2013-9909133678-П-070""";
"""9909105014""";ЧООО ТЕБОДИН ИСТЕРН ЮРОП Б.В. ;;;Директор филиала;Сосновский;Андрей;Александрович;;Действует;;;;;10.02.2012;Нидерланды, Гаага, 2593BJ, Лаан Ван Ниу Оост-Инди, 25;Нидерланды, Гаага, 2593BJ, Лаан Ван Ниу Оост-Инди, 25;(495) 2588058;;;www.tebodin.com;;"""27261610""";;"""0021.07-2012-9909105014-П-070""";
