ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""2315100323""";ООО «МОДУЛЬСТРОЙ» ;;;Директор;Мовчан;Владимир;Николаевич;;Действует;;;;;04.08.2014;353991, Краснодарский край, г.Новороссийск, п.Гайдук, ул.Новороссийское шоссе, 24;353991, Краснодарский край, г.Новороссийск, п.Гайдук, ул.Новороссийское шоссе, 24;(8617) 268371;;modulstroy@sovintel.ru;www.modul-stroy.ru;Общество с ограниченной ответственностью «МОДУЛЬСТРОЙ»;"""1032309091430""";;"""0002.05-2009-2315100323-С-006""";
"""2354001076""";ООО Дорожная фирма «Агат» ;;;Генеральный директор;Бондарев;Владимир;Юрьеевич;;Действует;;;;;15.04.2014;354104, Краснодарский край, Тихорецкий район, п.Парковый, Промзона;354104, Краснодарский край, Тихорецкий район, п.Парковый, Промзона;(86196) 71171, 73490, 73473;73475;agat_df@mail.kuban.ru;;Общество с ограниченной ответственностью Дорожная фирма «Агат»;"""1022304871930""";;"""0006.04-2009-2354001076-С-006""";
"""2306000450""";ОАО Ейск-Экс-Порт ;;;Генеральный директор;Чижов;Александр;Владимирович;;Действует;;;;;22.02.2012;353680, Краснодарский край, г.Ейск, ул. Мира, 123;353680, Краснодарский край, г.Ейск, ул. Мира, 123;(86132) 21431, 20447, 20450, 45230;21432;avc@agrokuban.ru, zerno@agrokuban.ru;;Открытое акционерное общество Ейск-Экс-Порт;"""1022301116144""";;"""0007.02-2010-2306000450-С-006""";
"""2301054010""";ОАО «Анапское ДРСУ Вираж» ;;;Генеральный директор;Кусик;Николай;Владимирович;;Действует;;;;;15.07.2014;353451, Краснодарский край, г. Анапа, ул.Чехова, 67;353451, Краснодарский край, г. Анапа, ул.Чехова, 67;(86133) 36653;36669;adrsu@mail.ru / adrsu@newmail.ru;;Открытое акционерное общество «Анапское дорожное ремонтно-строительное управление Вираж»;"""1052300016867""";;"""0009.05-2009-2301054010-С-006""";
"""2347006877""";ООО «АНТ» ;;;Директор;Киян;Галина;Андреевна;;Действует;;;;;06.06.2012;353862, Краснодарский край, г.Приморско-Ахтарск, ул. Механизаторов, д.35;353862, Краснодарский край, г.Приморско-Ахтарск, ул. Механизаторов, д.35;(86143) 29283;;ant555@internetkuban.ru;;Общество с ограниченной ответственностью «АНТ»;"""1022304518125""";;"""0010.04-2009-2347006877-С-006""";
"""2315012998""";ООО «Апекс» ;;;Директор;Делижанов;Алексей;Иванович;;Действует;;;;;22.07.2014;353910, Краснодарский край, г.Новороссийск, ул.Набережная Адмирала Серебрякова, 69;353910, Краснодарский край, г.Новороссийск, ул.Набережная Адмирала Серебрякова, 69;(8617) 714438;714438;;;Общество с ограниченной ответственностью «Апекс»;"""1022302386237""";;"""0011.05-2009-2315012998-С-006""";
"""2329007878""";"ОАО Агропромышленный строительный комбинат ""Гулькевичский"" ";;;Генеральный директор;Милованов;Игорь;Вячеславович;;Действует;;;;;21.05.2013;352192, Краснодарский край, г.Гулькевичи, ул.Энергетиков, 29;352192, Краснодарский край, г.Гулькевичи, ул.Энергетиков, 29;(86160) 55100, 55101, 55104;55170;oaoapskg@mail.kuban.ru;;"Открытое акционерное общество ""Агропромышленный строительный комбинат ""Гулькевичский""";"""1022303582784""";;"""0012.04-2009-2329007878-С-006""";
"""2312051854""";ООО АРКАДА - 64 ;;;Директор;Пилькевич;Валерий;Ванифатьевич;;Действует;;;;;01.02.2012;350059, Краснодарский край, г.Краснодар, ул.3-й Тихорецкий проезд, 2;350059, Краснодарский край, г.Краснодар, ул.3-й Тихорецкий проезд, 2;(861) 2310489;2315842;buch-ark-64@yandex.ru;;Общество с ограниченной ответственностью АРКАДА - 64;"""1022301974661""";;"""0014.02-2009-2312051854-С-006""";
"""2315003143""";ЗАО НМУС «Асстек» ;;;Генеральный директор;Голубев;Александр;Николаевич;;Действует;;;;;22.02.2012;353919, Краснодарский край, г.Новороссийск, Мысхакское шоссе, д 57;353919, Краснодарский край, г.Новороссийск, Мысхакское шоссе, д 57;(8617) 220500;220103;n-asstec@mail.kuban.ru;www.n-asstec.ru;Закрытое акционерное общество Новороссийское монтажное управление специализированное «Асстек»;"""1022302392012""";;"""0017.05-2009-2315003143-С-006""";
"""2317029098""";ООО «Бизнес-Инвест» ;;;Генеральный директор;Лактионов;Александр;Николаевич;;Действует;;;;;01.02.2012;350051, Краснодарский край, г.Краснодар, ул.Шоссе Нефтяников, 37;350051, Краснодарский край, г.Краснодар, ул.Шоссе Нефтяников, 37;(861) 2749038;;business-invest@mail.ru;;Общество с ограниченной ответственностью «Бизнес-Инвест»;"""1022301194838""";;"""0021.02-2010-2317029098-С-006""";
"""2310056230""";ООО Бора-Строй ;;;Генеральный директор;Гусейнов;Нариман;Гусейн-Оглы;;Действует;;;;;08.07.2014;350020, Краснодарский край, г.Краснодар, ул.Коммунаров, 217А;350020, Краснодарский край, г.Краснодар, ул.Коммунаров, 217А;(861) 2570980;2570984;bora-stroi@mail.ru;www.bora-stroy.ru;Общество с ограниченной ответственностью «Бора-Строй»;"""1022301619988""";;"""0023.07-2009-2310056230-С-006""";
"""2310081363""";"ООО ""Инвестиционно-строительная компания ""БУДМАР"" ";;;Генеральный директор;Барчо;Рашид;Юсуфович;;Действует;;;;;01.02.2012;350020, Краснодарский край, г.Краснодар, ул.Одесская, 41;350020, Краснодарский край, г.Краснодар, ул.Одесская, 41;(86162) 31793;;oooisk-budmar@yandex.ru;;"Общество с ограниченной ответственностью ""Инвестиционно-строительная компания ""БУДМАР""";"""1032305692165""";;"""0024.02-2009-2310081363-С-006""";
