ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""0562050779""";"ООО ""Лакония"" ";Махачкала;;Генеральный директор;Цахаев;Ислам;Цахаевич;;Действует;;;13.01.2014;;17.12.2013;367000, Республика Дагестан, г. Махачкала, ул. Гагарина, д. № 68, кв. 43;367000, Республика Дагестан, г. Махачкала, ул. Гагарина, д. № 68, кв. 43;(8722) 610589;616440;lakonia07@yandex.ru;www.lakonia-i.ru;"Общество с ограниченной ответственностью ""Лакония""";"""1020502627617""";;"""0002.06-2013-0562050779-С-088""";
"""0541022700""";"ЗАО ""Стройинженерия"" ";Махачкала;;Генеральный директор;Шихабудинов;Магомед;Абдулпашаевич;;Действует;;;10.08.2011;;29.08.2014;367008, Республика Дагестан, г. Махачкала, ул. Буганова, д № 10.;367008, Республика Дагестан, г. Махачкала, ул. Буганова, д № 10.;(8722) 694425;;stroyingeneria@mail.ru;;"Закрытое акционерное общество ""Стройинженерия""";"""1020502458052""";;"""0003.05-2014-0541022700-С-088""";
"""0562073335""";"ООО ""Специализированное строительно-монтажное управление"" ";Махачкала;;Директор;Исаев;Арслан;Абдурагимович;;Действует;;;04.06.2015;;15.08.2014;367015, Республика Дагестан, г. Махачкала, ул. Гагарина, д. № 60;367015, Республика Дагестан, г. Махачкала, ул. Гагарина, д. № 60;(8963) 4109545;;;;"Общество с ограниченной ответственностью ""Специализированное строительно-монтажное управление""";"""1080562631159""";;"""0004.03-2014-0562073335-С-088""";
"""0534030097""";"ООО ""Передвижная механизированная колонна № 8"" ";Хасавюрт;;Директор;Исхабов;Исламби;Исмудинович;;Действует;;;01.02.2013;;09.11.2012;368000, Республика Дагестан, г. Хасавюрт, ул. Новая, д. № 1;368000, Республика Дагестан, г. Хасавюрт, ул. Новая, д. № 1;(8231) 9563;;;;"Общество с ограниченной ответственностью ""Передвижная механизированная колонна № 8""";"""1020501764360""";;"""0005.03-2012-0534030097-С-088""";
"""0548113378""";"ООО ""Гарант"" ";Избербаш;;Директор;Амиров;Курбан;Сулейманович;;Действует;;;15.09.2011;;04.10.2013;368502, Республика Дагестан, г. Избербаш, ул. Набережная, д. № 32.;368502, Республика Дагестан, г. Избербаш, ул. Набережная, д. № 32.;(8906) 4811238, 8-245-27104, 89288004660;;;;"Общество с ограниченной ответственностью ""Гарант""";"""1070548000050""";;"""0006.06-2013-0548113378-С-088""";
"""0544002099""";"ООО ""Сантехник"" ";Хасавюрт;;Генеральный директор;Абсерханов;Убайтин;Джаватханович;;Действует;;;30.09.2011;;23.05.2012;368006, Республика Дагестан, г. Хасавюрт, ул. Батырмурзаева, д. № 127;368006, Республика Дагестан, г. Хасавюрт, ул. Батырмурзаева, д. № 127;(8231) 4972;;satechnik92@mail.ru;;"Общество с ограниченной ответственностью ""Сантехник""";"""1020502108274""";;"""0007.03-2012-0544002099-С-088""";
"""0545010247""";ООО «Ар-Даг» ;Каспийск;;Директор;Алиев;Рахмали;Бейдулаевич;;Действует;;;27.08.2013;;25.12.2012;368305, Республика Дагестан, г. Каспийск, пер. Абачараева, д. № 1-а;368305, Республика Дагестан, г. Каспийск, пер. Абачараева, д. № 1-а;(8928) 5996017;;;;Общество с ограниченной ответственностью «Ар-Даг»;"""1020502129471""";;"""0008.02-2012-0545010247-С-088""";
"""0561011657""";"ООО ""Яры-Даг"" ";Махачкала;;Генеральный директор;Мехмандаров;Нурали;Меджидович;;Действует;;;08.01.2015;;29.11.2012;367018, Республика Дагестан, г. Махачкала, ул. Лаптиева, д. № 63, кв. 39.;367018, Республика Дагестан, г. Махачкала, ул. Лаптиева, д. № 63, кв. 39.;(8722) 679044, 89283382341, 694855;;m.nurali@list.ru;;"Общество с ограниченной ответственностью ""Яры-Даг""";"""1020502522479""";;"""0009.04-2012-0561011657-С-088""";
"""0562048385""";ООО «Интерстрой-2» ;Махачкала;;Директор;Багатыров;Абдула;Гасанович;;Действует;;;01.12.2014;;12.07.2013;367012, Республика дагестан, г. Махачкала, ул. Гафурова, д. № 14;367012, Республика дагестан, г. Махачкала, ул. Гафурова, д. № 14;(8722) 620893;;;;Общество с ограниченной ответственностью «Интерстрой-2»;"""1020502626033""";;"""0010.03-2013-0562048385-С-088""";
"""0541001957""";"ОАО ""Дагестанстрой"" ";Махачкала;;Генеральный директор;Рамазанов;Газимагомед;Набиюллаевич;;Действует;;;31.12.2010;;10.04.2013;367013, Республика Дагестан, г. Махачкала, просп. Гамидова, д. № 27;367013, Республика Дагестан, г. Махачкала, просп. Гамидова, д. № 27;(8722) 623953;;;;"Открытое акционерное общество ""Дагестанстрой""";"""1020502526626""";;"""0011.06-2013-0541001957-С-088""";
