ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""6121007410""";"ООО ""Стройэлектробыт"" ";г. Морозовск;;Ген. директор;Ерохина;Наталья;Петровна;;Действует;;;12.07.2015;;10.02.2012;347210, Ростовская область, г. Морозовск, ул. Энгельса, д. 1/а;347210, Ростовская область, г. Морозовск, ул. Энгельса, д. 1/а;"(86384) 43582; 5-07-21";(86384) 43582;;;"Общество с ограниченной ответственностью ""Стройэлектробыт""";"""1046121000672""";;;
"""5190119890""";"ООО ""Корнер"" ";г. Мурманск;;Ген. директор;Калинин;Александр;Андреевич;;Действует;;;13.09.2014;;19.06.2013;183014, Мурманская область, г. Мурманск, ул. Баумана, д. 28;183014, Мурманская область, г. Мурманск, ул. Баумана, д. 28;(8152) 75-05-35;(8152) 75-05-35;;;"Общество с ограниченной ответственностью ""Корнер""";"""1035100187650""";;;
"""5193104147""";"ЗАО ""Электронные системы"" ";г. Мурманск;;Ген. директор;Ермаков;Олег;Евгеньевич;;Действует;;;22.11.2014;;16.08.2012;183010, Мурманская область, г. Мурманск, пр. Ленина, д. 20, кв. 46;183010, Мурманская область, г. Мурманск, пр. Ленина, д. 20, кв. 46;(8152) 233733;237902;;;"Закрытое акционерное общество ""Электронные системы""";"""1025100835616""";;;
"""6113016683""";"ООО ""ЮВС"" ";п. Целина;;Ген. директор;Дронов;Борис;Иванович;;Действует;;;31.08.2015;;13.02.2014;347760, Ростовская область, п. Целина, ул. 2-я линия, д. 111;347760, Ростовская область, п. Целина, ул. 2-я линия, д. 111;(886371)95171;(886371) 95171;;;"Общество с ограниченной ответственностью ""ЮгоВостокСтрой""";"""1076113000050""";;;
"""7717612137""";"ООО ""Техно-Делит"" ";г. Москва;;Ген. директор;Осипян;Артем;Борисович;;Действует;;;24.12.2014;;16.02.2012;129626, г. Москва, ул. 3-я Мытищинская, д. 16, стр. 47, оф. 1000;129626, г. Москва, ул. 3-я Мытищинская, д. 16, стр. 47, оф. 1000;(495) 787-98-69;(495)7879869;;;"Общество с ограниченной ответственностью ""Техно-Делит""";"""1087746232617""";;;
"""7723505528""";"ЗАО ""Тесли"" ";г. Москва;;Ген. директор;Мурашов;Дмитрий;Сергеевич;;Действует;;;31.12.2014;;26.12.2012;115088, г. Москва, ул. Южнопортовая, д. 9 Б;115088, г. Москва, ул. Южнопортовая, д. 9 Б;(495) 7864555;(495) 7862719;;;"Закрытое акционерное общество ""Тесли""";"""1047796106269""";;;
"""7723653371""";"ЗАО ""Тесли Инжиниринг"" ";г. Москва;;Ген. директор;Иванов;Игорь;Николаевич;;Действует;;;31.12.2014;;06.07.2012;115088, г. Москва, ул. Южнопортовая, д. 9 Б;115088, г. Москва, ул. Южнопортовая, д. 9 Б;"(495) 989 59 60; (495) 7864555";7284456;;;"Закрытое акционерное общество ""Тесли Инжиниринг""";"""1087746368478""";;;
"""2319034880""";"ООО ""Четвертая стихия"" ";г. Сочи;;Директор;Дживеликян;Владимир;Артурович;;Действует;;;15.03.2015;;11.01.2013;354002, Краснодарский край, г. Сочи, ул. 20-й Горно-Стрелковой Дивизии, д. 2;354002, Краснодарский край, г. Сочи, ул. 20-й Горно-Стрелковой Дивизии, д. 2;(8622)640336;(8622)640336;;;"Общество с ограниченной ответственностью ""Четвертая стихия""";"""1052311083714""";;;
"""2320108617""";"ООО ""Югстандарт"" ";г. Сочи;;;;;;;Действует;;;15.03.2015;;11.01.2013;354000, Краснодарский край, г. Сочи, ул. Советская, д. 42;354000, Краснодарский край, г. Сочи, ул. Советская, д. 42;(8622) 640336;640336;;;"Общество с ограниченной ответственностью ""Югстандарт""";"""1022302922036""";;;
"""7701766004""";"ЗАО ""Гелиос М-групп"" ";г. Москва;;Ген. директор;Шолин;Николай;Алексеевич;;Действует;;;31.05.2015;;26.09.2011;101000, г. Москва, ул. Мясницкая, д. 22, стр. 1;101000, г. Москва, ул. Мясницкая, д. 22, стр. 1;(495) 638-56-16, 979-25-90, 901-519-25-90;6240129;;;"Закрытое акционерное общество ""Гелиос М-групп""";"""1087746086614""";;;
