ИНН;Краткое наименование;Город;Регион;Должность руководителя;Фамилия руководителя;Имя руководителя;Отчество руководителя;Сумма генподряда;Статус в СРО;Статус торгов;Членские взносы;Страхвка;Проверка;Допуск выдан;Юридический адрес;Фактический адрес;Телефон;Факс;E-mail;Веб-сайт;Полное наименование;ОГРН;КПП;Номер свидетельства;Виды работ
"""5026114837""";"ООО ""Пожстройсервис"" ";г. Москва;;генеральный директор;Брыксин;Роман;Викторович;;Действует;;;;;10.10.2014;105062, г. Москва, ул. Покровка, д. 26/1, стр. 3, комн. 36;105062, г. Москва, ул. Покровка, д. 26/1, стр. 3, комн. 36;+7 (916) 411-31-30;(495) 504-71-64;;;"Общество с ограниченной ответственностью ""Пожстройсервис""";"""1035004904406""";;;
"""7701766004""";"ЗАО ""Гелиос М-групп"" ";г. Москва;;генеральный директор;Шолин;Николай;Алексеевич;;Действует;;;23.01.2015;;11.04.2012;101000, г. Москва, ул. Мясницкая, д. 22, стр. 1;101000, г. Москва, ул. Мясницкая, д. 22, стр. 1;(495) 638-56-16, 979-25-90, 901-519-25-90;(495) 6238-33-66;;;"Закрытое акционерное общество ""Гелиос М-групп""";"""1087746086614""";;;
"""7736566870""";"ООО ""МОАБ-ПРОЕКТ"" ";г. Москва;;генеральный директор;Пантилеева;Наталья;Владимировна;;Действует;;;24.09.2014;;23.10.2012;101000, г. Москва, ул. Мясницкая, д. 22, стр. 1;101000, г. Москва, ул. Мясницкая, д. 22, стр. 1;(495) 6238273;;;;"Общество с ограниченной ответственностью ""МОАБ-ПРОЕКТ""";"""1077761736205""";;;
"""7721550483""";"ООО ""Техноком"" ";г. Москва;;генеральный директор;Михеев;Игорь;Владимирович;;Действует;;;04.02.2015;;03.04.2012;127018, г. Москва, ул. Полковая, д.3, стр.6;127018, г. Москва, ул. Полковая, д.3, стр.6;(495) 6899992;(495) 6899985;;www.tehnokom.net.ru;"Общество с ограниченной ответственностью ""Техноком""";"""1067746362111""";;;
"""7727513713""";"ООО ""АБиС"" ";г. Москва;;генеральный директор;Порохня;Андрей;Михайлович;;Действует;;;31.08.2014;;26.12.2012;113452, г. Москва, Черноморский бульвар, д. 17, к. 1;113452, г. Москва, Черноморский бульвар, д. 17, к. 1;(495) 325-47-01, 325-47-09;(495) 325-47-01;;;"Общество с ограниченной ответственностью ""Автоматика, безопасность и сервис""";"""1047796431649""";;;
"""7719261967""";"ООО ""ППСи"" ";г. Москва;;директор;Омельченко;Владимир;Дмитриевич;;Действует;;;31.10.2014;;23.07.2014;107113, г. Москва, ул. Маленковская, д. 32, стр. 3;107113, г. Москва, ул. Маленковская, д. 32, стр. 3;(495) 9805978, 9881004, 983-0;(495) 9881004;;www.npopuls.ru;"Общество с ограниченной ответственностью ""Пульс-Пожстрой Инжиниринг""";"""1027719019460""";;;
"""7728810677""";"ЗАО ""Горпожзащита"" ";г. Москва;;генеральный директор;Брюхов;Валерий;Владимирович;;Исключен;;;30.06.2015;;17.10.2013;117465, г. Москва, ул. Генерала Тюленева, д. 4 а, стр. 3;117465, г. Москва, ул. Генерала Тюленева, д. 4 а, стр. 3;(495) 232-39-75, 232-39-76, 649-68-32;;;www.gorpz.ru;"Закрытое акционерное общество ""Горпожзащита""";"""1127746466286""";;;
"""5036089178""";"ООО ""СПС"" ";г. Подольск;;генеральный директор;Тарасов;Игорь;Анатольевич;;Действует;;;27.08.2014;;17.01.2013;142117, Московская область, г. Подольск, ул. Маштакова, д. 12;142117, Московская область, г. Подольск, ул. Маштакова, д. 12;(495) 5099704;;;;"Общество с ограниченной ответственностью ""Современное проектирование в строительстве""";"""1085074003410""";;;
"""7709398169""";"АНО ""ПП"" ";г. Москва;;директор;Рубцова;Наталья;Владимировна;;Действует;;;31.07.2015;;24.11.2011;105062, г. Москва, ул. Покровка, д. 26/1, стр. 3, оф. 31-36;105062, г. Москва, ул. Покровка, д. 26/1, стр. 3, оф. 31-36;(495) 9173586, 6240326, 504-71-64;6240326;;www.ano-firemanmr.ru;"Автономная некоммерческая организация ""Пожарные Подмосковья""";"""1027709032317""";;;
"""4027065845""";"ООО ""БУТ"" ";г. Калуга;;генеральный директор;Утешев;Николай;Николаевич;;Действует;;;24.10.2014;;24.09.2013;248002, Калужская область, г. Калуга, ул. Салтыкова-Щедрина, д. 71;248002, Калужская область, г. Калуга, ул. Салтыкова-Щедрина, д. 71;(4842) 52-96-67;(4842) 529667;;nuteshev@mail.ru;"Общество с ограниченной ответственностью ""БУТ""";"""1044004412176""";;;
"""5012036339""";"ООО ""УМНР ""Пожарный расчет"" ";г. Реутов;;генеральный директор;Сытник;Сергей;Григорьевич;;Действует;;;16.03.2015;;18.02.2013;143966, Московская область, г. Реутов, ул. Ашхабадская, д. 33, пом.XIII;143966, Московская область, г. Реутов, ул. Ашхабадская, д. 33, пом.XIII;(495) 7779111;(495) 7779111;;www.pojaru.net;"Общество с ограниченной ответственностью ""Управление монтажно-наладочных работ ""Пожарный расчет""";"""1065012026530""";;;
"""5502046135""";"ООО ""ЦПБ ""Защита"" ";г. Омск;;директор;Любаков;Евгений;Александрович;;Действует;;;11.08.2014;;26.03.2013;644065, Омская область, г. Омск, ул. Заводская, д. 11;644065, Омская область, г. Омск, ул. Заводская, д. 11;(3812) 642-375, 642-392, 66-20-58;(3812) 645-339, 645-056;;www.zachita,com;"Общество с ограниченной ответственностью ""Центр пожарной безопасности ""Защита""";"""1025500507988""";;;
"""7701573524""";"ЗАО ""ДИСА"" ";г. Москва;;генеральный директор;Куликов;Дмитрий;Вячеславович;;Действует;;;13.01.2015;;14.12.2012;105082, г. Москва, площадь Спартаковская, д. 14, стр.1;105082, г. Москва, площадь Спартаковская, д. 14, стр.1;(495) 6385572, 6385578;(495) 6385572, 6385573;;;"Закрытое акционерное общество ""ДИСА""";"""1047796993815""";;;
"""6659105359""";"ООО ""Промет"" ";г. Екатеринбург;;генеральный директор;Бакиров;Сергей;Ринатович;;Действует;;;05.12.2014;;20.06.2012;620041, Свердловская область, г. Екатеринбург, ул. Я. Свердлова, д. 64;620041, Свердловская область, г. Екатеринбург, ул. Я. Свердлова, д. 64;(343) 3454450 3455070;(343) 2642250;;;"Общество с ограниченной ответственностью ""Промет""";"""1046603145764""";;;
"""6121007410""";"ООО ""Стройэлектробыт"" ";г. Морозовск;;генеральный директор;Ерохина;Наталья;Петровна;;Действует;;;12.07.2015;;10.02.2012;347210, Ростовская область, г. Морозовск, ул. Энгельса, д. 1/а;347210, Ростовская область, г. Морозовск, ул. Энгельса, д. 1/а;(86384) 43582;(86384) 43582;;;"Общество с ограниченной ответственностью ""Стройэлектробыт""";"""1046121000672""";;;
"""6612012099""";"ООО ""Спектр-сервис"" ";г. Каменск - Уральский;;директор;Казарин;Вячеслав;Анатольевич;;Действует;;;30.08.2015;;23.05.2013;623409, Свердловская область, г. Каменск - Уральский, ул. Красных Орлов, д. 86;623409, Свердловская область, г. Каменск - Уральский, ул. Красных Орлов, д. 86;"(3439) 340192, 317992, 370-697; 378-477";(3439)317992, 370-697;;;"Общество с ограниченной ответственностью ""Спектр-сервис""";"""1036600621353""";;;
"""7717624870""";"ООО ""ИКБ"" ";г. Москва;;генеральный директор;Воробьев;Олег;Вячеславович;;Действует;;;01.11.2014;;31.05.2012;129164, г. Москва, ул. Ярославская, д. 8, корп. 5, оф.511;129164, г. Москва, ул. Ярославская, д. 8, корп. 5, оф.511;(495) 988-17-23;(495) 9688731;;www.institutkb.ru;"Общество с ограниченной ответственностью ""Институт комплексной безопасности""";"""1087746871530""";;;
"""5041003610""";"ООО ""Фирма Дикинг"" ";г. Реутов;;директор;Судак;Владимир;Григорьевич;;Действует;;;15.01.2015;;22.07.2013;143960, Московская область, г. Реутов, ул. Гагарина, д. 29;143960, Московская область, г. Реутов, ул. Гагарина, д. 29;(495) 5280409, 5147843;5147843;;;"Общество с ограниченной ответственностью ""Фирма Дикинг""";"""1035008252652""";;;
"""7707041300""";"ЗАО ""МЕТАКОН ЦЕНТР"" ";г. Москва;;директор;Михайлов;Геннадий;Григорьевич;;Действует;;;12.11.2014;;13.12.2013;121596, г. Москва, ул. Толбухина, д. 10, корп. 4;121596, г. Москва, ул. Толбухина, д. 10, корп. 4;(495) 627-59-11, 748-19-01, 925-30-97;6275911;;;"Закрытое акционерное общество ""МЕТАКОН ЦЕНТР""";"""1037739646163""";;;
"""5036091642""";"ООО ""СБ-МО"" ";г. Подольск;;генеральный директор;Усюкин;Александр;Дмитриевич;;Действует;;;02.02.2015;;02.02.2012;142117, Московская область, г. Подольск, Пилотный переулок, д. 4;142117, Московская область, г. Подольск, Пилотный переулок, д. 4;(4967) 528888, (495) 5099657;(4967) 528888;;www.systems-b.ru;"Общество с ограниченной ответственностью ""Системы Безопасности­МО""";"""1085074008051""";;;
